"mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%"
"pi_MC[12,1]";0.76494045;0.0558917601948916;0.654492498323596;0.727;0.7643;0.8055;0.8679
"pi_MC[12,2]";0.659416602;0.225299168357764;0.196984977683669;0.4883;0.694349998199755;0.8585;0.9754
"pi_MC[13,1]";0.27517755;0.0454703629234245;0.1901;0.2437;0.2729;0.3049;0.3666
"pi_MC[13,2]";0.493461262;0.245719380939852;0.106184958532131;0.283474996692441;0.474;0.6863;0.9499
"pi_MC[14,1]";0.87403362;0.0718468605774329;0.6994;0.834;0.8868;0.927;0.975902499875124
"pi_MC[14,2]";0.4058093863;0.278157933817897;0.0413361600526127;0.1632;0.3397;0.6454;0.9475
"pi_MC[15,1]";0.211744865;0.055306145355405;0.1183;0.1728;0.2035;0.2459;0.336804998553119
"pi_MC[15,2]";0.1049030835;0.0757747908505644;0.01411;0.04983;0.08513;0.1399;0.304602499599971
"pi_MC[16,1]";0.66792833;0.0727796561426744;0.5204;0.6182;0.6713;0.7209;0.8002
"pi_MC[16,2]";0.52501228;0.163288333095706;0.2435;0.4046;0.512649997561689;0.6335;0.858827482842976
"pi_MC[17,1]";0.222008025;0.0548732891286403;0.1206;0.184;0.2188;0.2564;0.3397
"pi_MC[17,2]";0.0957283193;0.0648535885346072;0.0212689990820792;0.05131;0.07932;0.1207;0.2654
"pi_MC[18,1]";0.84288319;0.0586228495577699;0.7137;0.8074;0.8493;0.887;0.9373
"pi_MC[18,2]";0.588071278;0.193349636159076;0.226989991399713;0.4376;0.5904;0.7378;0.936102499869815
"pi_MC[19,1]";0.33337165;0.0580847097318043;0.2269;0.293;0.329;0.3712;0.454
"pi_MC[19,2]";0.420013649;0.136186783007241;0.186997499348033;0.3157;0.4076;0.5122;0.7034
"pi_MC[20,1]";0.88671694;0.0342081898828615;0.8121;0.8645;0.8904;0.9121;0.9445
"pi_MC[20,2]";0.76433356;0.110410015627576;0.512589996193909;0.697749994625069;0.7738;0.8448;0.942502499870699
"pi_MC[21,1]";0.65136484;0.0460749902902586;0.5595;0.6208;0.6528;0.682;0.7414
"pi_MC[21,2]";0.46318956;0.0897909779932221;0.2958;0.398;0.46069998914695;0.5253;0.645404999244808
"pi_MC[22,1]";0.57995663;0.0673451760953777;0.442587493110838;0.5354;0.580349997846127;0.6273;0.7071
"pi_MC[22,2]";0.308159166;0.133001772502149;0.1031;0.2059;0.2903;0.389624997594046;0.6102
"pi_MC[23,1]";0.5772071;0.063229842961169;0.456389995724965;0.5338;0.5771;0.618824998485114;0.702407498438829
"pi_MC[23,2]";0.4993884;0.114243809260001;0.2911;0.42;0.4983;0.5764;0.725647439469159
"pi_MC[24,1]";0.91246041;0.0316315807591406;0.8396;0.8939;0.9168;0.934824998997174;0.9637
"pi_MC[24,2]";0.348896832;0.122769972749711;0.1413;0.259;0.3379;0.4268;0.614
"pi_MC[25,1]";0.30125857;0.080001769335839;0.1628;0.2451;0.2953;0.3546;0.4759
"pi_MC[25,2]";0.215457224;0.10367221044328;0.06243;0.137849972783352;0.1995;0.2745;0.4624
"pi_MC[26,1]";0.101430029;0.0374853239761979;0.04425;0.0746149994973752;0.09575;0.1216;0.1888
"pi_MC[26,2]";0.287802012;0.111135980080254;0.11;0.2057;0.2754;0.3559;0.5333
"pi_MC[27,1]";0.136986434;0.0236110161969414;0.09552;0.1203;0.135949990805443;0.151624993818342;0.1857
"pi_MC[27,2]";0.184089696;0.102484336160525;0.04647;0.1086;0.1631;0.2378;0.4358
"pi_MC[28,1]";0.40805541;0.0609381476623301;0.2918;0.3649;0.407849996935148;0.4491;0.5257
"pi_MC[28,2]";0.321219015;0.0872715538196174;0.1676;0.258674996375294;0.3156;0.3777;0.5114
"pi_MC[29,1]";0.11119253;0.0326707596699685;0.05798;0.08696;0.1073;0.1306;0.1835
"pi_MC[29,2]";0.176185257;0.0720224194770259;0.0664024834340002;0.1237;0.164649992408138;0.2157;0.340602499642245
