"1984"	"1985"	"1986"	"1987"	"1988"	"1989"	"1990"	"1991"	"1992"	"1993"	"1994"	"1995"	"1996"	"1997"	"1998"	"1999"	"2000"	"2001"	"2002"	"2003"	"2004"	"2005"	"2006"	"2007"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"2021"
241200	216900	465300	313200	217800	760500	683100	687600	719100	1324000	957600	668700	602100	330300	381600	401400	502200	547200	1038000	392400	232200	311400	278100	183600	291600	206100	405000	286200	234000	448200	388800	362700	197100	212400	266400	279900	482400	233100
261000	250200	629100	343800	227700	681300	837000	609300	810000	1385000	1002000	675900	636300	325800	388800	446400	401400	574200	1079000	376200	311400	331200	269100	177300	316800	204300	365400	335700	203400	451800	386100	400500	216900	383400	283500	266400	411300	313200
212400	191700	617400	324900	254700	567900	1137000	668700	754200	1421000	1210000	693000	611100	319500	417600	445500	416700	511200	1098000	369900	269100	320400	237600	172800	341100	225000	351900	283500	225000	439200	392400	311400	239400	217800	287100	273600	432900	224100
295200	255600	553500	306000	237600	599400	896400	558900	801900	1409000	943200	632700	658800	333000	366300	473400	408600	489600	991800	378000	264600	274500	214200	163800	299700	206100	354600	309600	223200	407700	423000	269100	182700	226800	223200	267300	387900	206100
280800	186300	751500	302400	269100	798300	739800	679500	685800	1462000	918900	672300	615600	316800	396000	444600	439200	517500	1058000	382500	299700	344700	310500	174600	297900	207900	364500	283500	234900	423900	390600	286200	223200	203400	206100	291600	336600	187200
261900	253800	468000	306000	237600	657900	852300	676800	736200	1342000	1004000	652500	637200	347400	382500	474300	357300	522900	1031000	391500	342000	322200	224100	208800	342900	225000	394200	329400	162900	428400	366300	334800	199800	228600	222300	285300	388800	181800
220500	240300	491400	235800	176400	658800	743400	603900	691200	1393000	1109000	650700	621000	307800	370800	499500	428400	535500	1110000	384300	273600	312300	249300	184500	361800	197100	362700	319500	223200	419400	399600	296100	216000	212400	216900	322200	441000	138600
198900	267300	526500	277200	209700	691200	901800	676800	770400	1335000	935100	773100	612000	342900	387000	425700	423000	592200	982800	457200	319500	347400	231300	170100	301500	198900	369000	355500	219600	474300	430200	342900	250200	201600	262800	284400	389700	207900
249300	284400	516600	304200	243900	741600	878400	774000	772200	1343000	1097000	696600	622800	329400	348300	504900	468900	520200	1025000	415800	282600	283500	236700	173700	303300	213300	349200	286200	219600	428400	398700	324000	227700	234000	231300	311400	511200	199800
185400	245700	510300	320400	173700	618300	834300	576000	761400	1463000	1077000	665100	648900	335700	358200	495000	446400	529200	1081000	407700	293400	285300	300600	168300	341100	225000	349200	362700	377100	432000	388800	306900	270900	266400	212400	307800	479700	175500
352800	154800	529200	276300	241200	660600	815400	608400	765000	1342000	991800	692100	622800	338400	348300	486000	489600	499500	998100	414000	247500	288000	260100	172800	337500	182700	348300	328500	195300	457200	306900	378000	211500	272700	270000	259200	365400	178200
214200	183600	477000	280800	144000	736200	783900	585000	917100	1337000	915300	675000	634500	321300	376200	476100	405000	521100	1011000	387000	315900	341100	271800	241200	315900	244800	348300	328500	245700	392400	311400	348300	265500	219600	279900	303300	480600	190800
252900	313200	470700	288900	297000	591300	691200	630900	744300	1380000	951300	748800	643500	326700	379800	474300	365400	522900	1007000	415800	245700	272700	337500	177300	328500	203400	344700	316800	215100	404100	387000	333000	227700	212400	307800	249300	454500	214200
284400	240300	610200	252000	204300	630900	1004000	661500	762300	1271000	1015000	749700	653400	329400	371700	498600	435600	550800	990000	364500	252900	278100	234000	209700	291600	194400	359100	304200	231300	405900	379800	288000	204300	189900	247500	290700	378900	207900
204300	183600	632700	312300	238500	737100	736200	627300	804600	1330000	997200	710100	630000	348300	349200	466200	403200	567000	1110000	399600	288900	300600	237600	189000	348300	224100	330300	281700	196200	485100	458100	410400	249300	258300	292500	275400	405000	280800
254700	195300	534600	371700	215100	485100	761400	721800	771300	1312000	912600	708300	617400	333900	349200	423000	392400	543600	1069000	351900	259200	269100	253800	180000	360900	218700	349200	312300	257400	398700	288900	281700	216900	205200	300600	315900	299700	156600
249300	258300	475200	269100	340200	612900	900900	618300	815400	1524000	992700	709200	639900	361800	343800	455400	361800	567900	1109000	444600	267300	270000	234900	214200	307800	225000	344700	306900	216900	562500	396900	296100	207900	244800	211500	243000	408600	180900
180900	218700	549900	315000	260100	669600	782100	611100	676800	1484000	922500	711900	630000	366300	355500	387900	453600	500400	1044000	396900	243000	277200	244800	175500	294300	235800	403200	279000	208800	468900	482400	401400	253800	233100	306000	333900	426600	205200
214200	273600	572400	338400	270900	735300	880200	548100	787500	1281000	919800	651600	599400	312300	364500	422100	445500	622800	1058000	433800	288900	306000	231300	193500	290700	215100	361800	324000	225000	472500	521100	354600	225000	196200	270000	333900	425700	129600
217800	225000	562500	261900	264600	572400	888300	625500	748800	1261000	987300	670500	623700	355500	380700	457200	399600	542700	1157000	360900	268200	291600	229500	190800	304200	207900	358200	315000	203400	403200	369000	274500	242100	203400	225000	264600	520200	316800
256500	147600	480600	260100	245700	535500	834300	688500	775800	1394000	1025000	693000	687600	333000	358200	461700	440100	532800	1045000	392400	318600	284400	261000	211500	300600	201600	349200	362700	248400	423900	414000	385200	225900	283500	251100	300600	505800	261000
255600	212400	481500	247500	168300	724500	779400	617400	721800	1405000	1006000	686700	622800	349200	351900	439200	378000	506700	995400	351900	252900	321300	259200	259200	315900	207000	351000	297900	301500	470700	380700	375300	199800	225900	284400	330300	477000	179100
231300	167400	639900	360900	207000	503100	713700	915300	757800	1399000	972000	806400	651600	316800	346500	432900	398700	535500	997200	370800	251100	297900	319500	207900	293400	217800	380700	305100	237600	414900	362700	342000	235800	228600	270900	241200	329400	177300
228600	253800	609300	220500	241200	621900	790200	665100	684900	1333000	903600	710100	677700	324000	369000	472500	384300	543600	1162000	384300	252900	295200	221400	154800	333000	215100	382500	324000	248400	410400	406800	373500	222300	206100	286200	297000	373500	216900
179100	188100	539100	323100	248400	656100	725400	666000	725400	1304000	954000	691200	632700	307800	377100	431100	449100	534600	1153000	386100	263700	342900	308700	187200	294300	201600	410400	324900	210600	396000	398700	343800	244800	241200	258300	264600	326700	176400
185400	198000	547200	268200	178200	700200	824400	570600	720000	1344000	917100	738000	630000	326700	386100	450000	426600	560700	1092000	431100	288000	266400	307800	245700	353700	223200	391500	319500	214200	407700	401400	350100	227700	281700	257400	253800	370800	211500
242100	240300	578700	349200	213300	809100	855000	585900	773100	1319000	1001000	706500	630900	338400	348300	420300	458100	527400	1091000	420300	264600	295200	265500	180900	311400	220500	399600	316800	203400	414000	455400	367200	212400	252000	216000	347400	356400	192600
220500	225000	496800	291600	315000	611100	882900	765000	689400	1388000	1021000	739800	621000	307800	332100	448200	508500	531000	1080000	396900	291600	280800	216900	187200	325800	216000	349200	316800	192600	407700	372600	335700	197100	245700	237600	260100	354600	226800
287100	234000	540900	278100	283500	509400	771300	687600	709200	1364000	923400	881100	621000	340200	385200	437400	462600	482400	1020000	421200	260100	277200	250200	184500	324000	193500	384300	295200	243900	497700	393300	373500	207900	306900	252000	299700	328500	184500
354600	222300	487800	217800	288900	650700	748800	700200	722700	1391000	1057000	621900	616500	319500	363600	459900	363600	535500	1040000	415800	284400	257400	227700	161100	336600	244800	381600	307800	288000	468900	441000	484200	262800	233100	216900	275400	389700	216000
224100	192600	506700	274500	234000	694800	852300	614700	885600	1291000	993600	693000	644400	340200	332100	505800	415800	557100	1041000	420300	273600	270900	249300	188100	301500	198900	396000	330300	312300	412200	363600	410400	197100	243000	209700	312300	370800	166500
203400	183600	657000	236700	208800	781200	749700	590400	903600	1362000	990000	765000	657900	317700	341100	484200	391500	532800	1061000	387000	267300	284400	244800	210600	334800	212400	363600	329400	292500	413100	405000	377100	242100	220500	231300	310500	494100	161100
219600	235800	592200	215100	189900	783000	842400	558000	787500	1314000	1130000	765000	650700	312300	373500	441000	441000	552600	1050000	366300	255600	309600	253800	172800	328500	213300	346500	295200	243000	507600	456300	386100	242100	215100	316800	349200	486000	192600
302400	177300	535500	351000	249300	590400	686700	654300	724500	1283000	1011000	686700	628200	307800	356400	473400	476100	514800	1018000	377100	268200	325800	261900	170100	315000	208800	355500	314100	257400	447300	342000	425700	232200	256500	290700	341100	407700	229500
256500	192600	519300	319500	192600	564300	804600	762300	828000	1436000	834300	653400	644400	339300	339300	458100	444600	531900	1059000	396000	293400	248400	294300	224100	302400	194400	325800	302400	224100	405000	374400	402300	215100	203400	235800	269100	344700	154800
345600	225000	638100	382500	207000	580500	770400	649800	750600	1350000	964800	747900	669600	321300	341100	450900	419400	567000	1063000	385200	261900	287100	239400	168300	307800	199800	380700	329400	222300	442800	406800	342900	226800	234900	275400	245700	433800	167400
156600	236700	457200	243900	176400	706500	830700	693900	813600	1347000	913500	727200	655200	319500	369900	571500	425700	527400	1078000	394200	265500	270900	209700	180000	333900	208800	374400	299700	275400	540900	408600	313200	248400	207900	237600	276300	370800	179100
306900	225000	554400	335700	251100	413100	739800	654300	716400	1405000	1016000	646200	649800	312300	370800	460800	460800	518400	1081000	415800	282600	296100	257400	172800	313200	227700	351000	354600	183600	450000	477900	336600	256500	192600	241200	339300	520200	228600
301500	224100	518400	313200	173700	947700	724500	633600	722700	1437000	890100	653400	637200	334800	342000	447300	419400	590400	1074000	368100	236700	269100	225000	228600	319500	204300	360900	374400	222300	406800	386100	275400	182700	275400	247500	271800	383400	152100
263700	162900	507600	295200	192600	653400	886500	602100	721800	1423000	937800	730800	594900	338400	356400	465300	382500	538200	1110000	365400	247500	296100	240300	186300	300600	214200	372600	276300	232200	460800	318600	298800	243000	216900	251100	293400	344700	150300
200700	288000	506700	255600	248400	541800	855000	666000	770400	1299000	1028000	646200	631800	328500	361800	451800	378000	516600	1085000	379800	283500	273600	209700	158400	270900	197100	348300	309600	230400	445500	410400	406800	212400	244800	188100	280800	393300	170100
178200	415800	646200	386100	219600	756000	786600	702000	910800	1324000	960300	744300	620100	322200	397800	522000	437400	549900	1060000	369900	265500	284400	278100	171000	305100	216000	349200	316800	331200	476100	348300	346500	241200	230400	313200	305100	507600	198900
250200	245700	519300	259200	259200	589500	754200	675000	879300	1410000	997200	737100	637200	317700	367200	441000	442800	525600	1045000	378000	283500	336600	244800	191700	325800	189000	374400	290700	283500	420300	426600	382500	254700	352800	303300	294300	416700	234000
339300	293400	581400	368100	349200	650700	652500	591300	846000	1338000	978300	698400	649800	348300	351000	439200	415800	505800	1014000	418500	261000	309600	296100	182700	292500	252000	406800	326700	234000	444600	348300	310500	218700	203400	245700	245700	377100	149400
222300	180000	639000	313200	169200	720000	837000	638100	695700	1411000	1023000	745200	630000	344700	341100	465300	455400	540000	999900	370800	252000	362700	202500	187200	299700	199800	349200	335700	200700	469800	419400	330300	196200	245700	235800	318600	376200	193500
297000	238500	575100	269100	261900	503100	810900	567000	774900	1285000	1055000	690300	656100	342900	339300	447300	449100	563400	1080000	404100	299700	326700	245700	174600	289800	194400	352800	347400	273600	460800	476100	316800	232200	265500	234000	274500	526500	164700
267300	216900	624600	261900	259200	686700	763200	639000	765000	1346000	917100	663300	659700	338400	368100	464400	440100	513000	1024000	417600	245700	288000	258300	231300	339300	231300	369000	333000	225900	387000	381600	337500	189900	260100	252000	307800	428400	166500
333000	157500	499500	316800	252900	578700	711900	743400	810900	1393000	1001000	714600	621000	335700	330300	502200	390600	490500	1026000	406800	279900	273600	262800	180000	297000	216000	405000	336600	356400	451800	499500	432900	230400	231300	255600	290700	565200	228600
246600	287100	603900	318600	332100	472500	728100	642600	793800	1404000	989100	757800	602100	326700	342900	437400	453600	514800	1007000	379800	287100	297900	214200	218700	324000	215100	348300	300600	280800	482400	394200	297000	199800	233100	237600	282600	343800	180900
192600	381600	468000	369000	234000	637200	671400	705600	657900	1411000	1032000	696600	626400	319500	340200	456300	398700	522900	1109000	439200	272700	288000	247500	171000	302400	217800	415800	321300	249300	430200	381600	374400	238500	248400	225900	326700	375300	179100
