"1984"	"1985"	"1986"	"1987"	"1988"	"1989"	"1990"	"1991"	"1992"	"1993"	"1994"	"1995"	"1996"	"1997"	"1998"	"1999"	"2000"	"2001"	"2002"	"2003"	"2004"	"2005"	"2006"	"2007"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"2021"
268200	308700	473400	235800	190800	652500	917100	667800	828900	1378000	1021000	824400	703800	326700	353700	477900	466200	543600	1050000	368100	267300	269100	246600	153900	337500	213300	424800	302400	248400	418500	346500	442800	282600	299700	225900	362700	419400	171900
199800	234900	474300	306000	178200	646200	835200	540900	827100	1271000	1019000	830700	639900	360000	376200	495000	391500	543600	990000	411300	295200	284400	275400	178200	323100	201600	396000	351900	214200	442800	411300	265500	243000	243000	245700	259200	353700	156600
269100	183600	477000	278100	254700	776700	880200	837900	770400	1337000	956700	779400	656100	319500	372600	483300	418500	567000	999000	378000	261000	288900	244800	174600	334800	213300	362700	311400	231300	440100	359100	384300	252000	319500	279000	266400	400500	205200
178200	180900	555300	374400	205200	726300	823500	582300	9e+05	1379000	997200	718200	650700	324000	379800	428400	381600	524700	1140000	395100	245700	281700	254700	192600	297000	217800	351000	311400	215100	462600	384300	338400	197100	278100	205200	264600	405000	164700
249300	280800	458100	278100	166500	682200	897300	660600	786600	1266000	1096000	878400	655200	316800	392400	432000	379800	504900	995400	353700	293400	298800	273600	176400	324900	194400	365400	321300	273600	397800	541800	274500	257400	270900	256500	280800	378900	208800
172800	285300	657000	358200	292500	660600	722700	674100	778500	1373000	1030000	696600	630900	349200	363600	396900	407700	603900	1040000	387000	273600	340200	231300	156600	373500	211500	400500	378000	272700	362700	354600	404100	195300	252900	231300	282600	386100	176400
193500	290700	564300	302400	205200	590400	852300	493200	723600	1242000	1129000	767700	622800	326700	357300	546300	441000	539100	1065000	370800	241200	291600	261900	231300	303300	222300	387000	290700	227700	413100	359100	306900	196200	230400	225900	352800	383400	179100
270000	201600	790200	221400	228600	667800	801900	693900	935100	1384000	1049000	675900	654300	333000	361800	459900	408600	535500	1126000	425700	261000	369900	214200	189000	371700	187200	358200	292500	190800	410400	363600	373500	198000	215100	279900	260100	563400	236700
373500	193500	540900	256500	258300	670500	684900	573300	854100	1391000	958500	706500	648900	340200	375300	450900	418500	510300	1105000	406800	252900	351000	293400	236700	333000	206100	336600	288900	307800	446400	419400	342900	244800	219600	280800	271800	363600	162000
207900	198000	754200	342000	252000	658800	765000	697500	797400	1402000	1086000	805500	590400	315000	360900	584100	416700	596700	1047000	399600	280800	270900	270000	168300	365400	237600	346500	298800	253800	448200	415800	299700	261000	307800	308700	279900	465300	177300
245700	170100	549000	335700	293400	671400	833400	574200	720900	1455000	1123000	725400	651600	335700	334800	429300	396900	516600	1114000	360900	326700	252000	259200	198000	363600	187200	372600	350100	213300	481500	376200	333900	185400	255600	259200	243900	383400	258300
203400	171000	564300	386100	284400	613800	661500	593100	782100	1397000	956700	635400	630000	336600	351000	446400	422100	540000	1001000	394200	302400	298800	257400	212400	357300	213300	368100	319500	260100	476100	420300	362700	216000	268200	225900	306000	425700	213300
321300	234000	720900	394200	339300	648900	732600	666900	805500	1330000	1027000	699300	630000	363600	348300	430200	408600	521100	1123000	425700	266400	301500	285300	161100	317700	241200	360000	351000	276300	427500	343800	335700	238500	256500	296100	292500	426600	203400
270000	240300	536400	252900	234000	584100	864900	733500	864000	1405000	915300	736200	596700	340200	378000	410400	378000	552600	1016000	375300	266400	307800	238500	196200	334800	197100	367200	279000	224100	461700	477900	342000	298800	240300	246600	239400	420300	181800
251100	179100	608400	233100	225900	745200	788400	666000	666900	1277000	903600	744300	606600	344700	350100	499500	456300	583200	1078000	423900	241200	263700	262800	203400	308700	189900	353700	331200	183600	502200	399600	339300	230400	237600	284400	238500	416700	170100
225900	245700	511200	221400	234000	620100	750600	648000	717300	1215000	967500	722700	663300	340200	348300	429300	385200	567000	1076000	370800	278100	284400	231300	174600	315000	225900	422100	312300	210600	446400	440100	315900	213300	245700	243900	271800	397800	177300
291600	220500	598500	301500	193500	702900	747900	807300	746100	1327000	1098000	639000	613800	345600	372600	441900	382500	553500	1052000	392400	251100	272700	237600	168300	366300	196200	367200	290700	244800	418500	339300	285300	225000	205200	211500	297900	440100	141300
213300	236700	473400	295200	296100	569700	794700	720000	764100	1271000	842400	684900	649800	357300	390600	411300	503100	533700	1121000	457200	268200	306000	287100	174600	354600	266400	343800	314100	207000	471600	382500	299700	205200	231300	260100	278100	383400	189000
185400	243000	591300	307800	203400	712800	749700	588600	714600	1330000	869400	639900	611100	345600	339300	436500	408600	531000	1069000	413100	259200	290700	237600	175500	353700	204300	374400	351000	205200	464400	344700	374400	217800	275400	276300	247500	384300	225000
186300	207000	447300	339300	240300	549900	709200	562500	760500	1463000	984600	720000	634500	350100	357300	506700	455400	545400	1067000	411300	251100	303300	224100	177300	298800	208800	359100	315900	197100	402300	391500	376200	220500	229500	291600	316800	390600	205200
195300	241200	522900	314100	182700	536400	884700	757800	708300	1385000	881100	704700	625500	329400	381600	443700	447300	512100	1022000	404100	257400	280800	267300	196200	297900	210600	377100	292500	229500	432900	505800	330300	256500	212400	220500	239400	348300	204300
255600	261000	656100	311400	217800	567900	792900	674100	784800	1290000	1026000	729900	621000	316800	354600	479700	419400	597600	1075000	459000	260100	328500	234000	180000	305100	187200	362700	277200	240300	393300	369000	369900	244800	226800	198000	275400	397800	165600
310500	256500	588600	252900	227700	682200	802800	679500	864900	1278000	925200	726300	608400	329400	336600	462600	411300	583200	1033000	444600	245700	294300	253800	180900	302400	221400	365400	295200	271800	450000	375300	363600	275400	295200	247500	283500	365400	182700
217800	240300	496800	357300	247500	819000	721800	704700	761400	1446000	846000	758700	640800	319500	377100	475200	434700	528300	1014000	437400	243000	284400	271800	188100	336600	198900	379800	321300	250200	465300	405900	369900	185400	217800	250200	253800	424800	274500
283500	172800	574200	351900	225900	837000	727200	598500	778500	1355000	984600	733500	648900	351900	367200	450000	422100	510300	1027000	370800	239400	297000	264600	228600	286200	182700	387900	307800	251100	445500	403200	363600	234900	248400	315900	348300	381600	143100
230400	255600	531900	276300	200700	559800	919800	687600	827100	1447000	920700	673200	599400	324000	343800	468000	387000	503100	1076000	343800	260100	306000	258300	196200	325800	207900	356400	315000	198900	427500	352800	311400	262800	201600	222300	293400	405900	195300
293400	248400	553500	319500	234900	589500	997200	506700	804600	1352000	985500	820800	602100	319500	369000	451800	383400	531900	1082000	428400	252900	295200	265500	171000	318600	201600	341100	311400	253800	440100	372600	360900	224100	247500	222300	293400	334800	157500
266400	288000	499500	315000	214200	600300	693900	820800	733500	1252000	980100	684900	691200	321300	337500	473400	403200	572400	1074000	455400	241200	355500	231300	177300	344700	196200	354600	291600	211500	456300	322200	285300	204300	257400	260100	335700	380700	208800
201600	189000	575100	297000	240300	569700	811800	693000	786600	1365000	1047000	757800	621000	321300	378000	479700	392400	502200	1009000	480600	254700	326700	270000	162900	319500	206100	349200	324000	233100	378900	423000	337500	225000	248400	261000	313200	430200	168300
294300	224100	584100	315900	296100	725400	758700	652500	733500	1292000	1015000	726300	639900	307800	380700	451800	422100	494100	1093000	432000	282600	270900	208800	198900	290700	194400	387000	345600	203400	428400	336600	304200	226800	238500	267300	330300	357300	164700
204300	180000	536400	271800	258300	664200	810900	505800	779400	1269000	1004000	662400	634500	324000	332100	436500	379800	572400	1071000	422100	267300	285300	310500	180000	305100	237600	362700	316800	243900	468900	422100	367200	260100	228600	248400	272700	465300	184500
241200	177300	480600	241200	334800	478800	843300	664200	864900	1508000	871200	638100	663300	348300	384300	402300	456300	531000	1055000	401400	237600	293400	241200	210600	368100	196200	343800	344700	204300	416700	353700	334800	199800	208800	260100	298800	475200	171000
229500	211500	512100	298800	223200	657000	776700	860400	725400	1357000	1023000	831600	609300	312300	391500	449100	435600	528300	1081000	395100	281700	276300	228600	206100	345600	207900	361800	303300	203400	420300	354600	388800	239400	251100	243000	302400	430200	188100
256500	154800	448200	286200	230400	588600	752400	579600	768600	1325000	974700	723600	638100	325800	344700	523800	443700	488700	1025000	435600	292500	250200	248400	203400	282600	201600	356400	286200	208800	445500	391500	301500	199800	217800	294300	269100	351000	157500
187200	168300	537300	268200	225000	598500	770400	643500	711900	1277000	1018000	700200	644400	307800	345600	544500	430200	531000	1049000	489600	271800	270900	263700	188100	300600	198900	356400	302400	214200	446400	338400	335700	210600	251100	261000	327600	491400	169200
284400	228600	546300	287100	245700	506700	707400	654300	706500	1305000	954900	661500	657900	315000	325800	430200	359100	555300	984600	433800	290700	336600	248400	191700	287100	189900	364500	331200	234900	464400	342000	297000	238500	350100	204300	264600	369900	168300
271800	298800	524700	325800	263700	633600	819000	565200	711000	1377000	1097000	685800	631800	312300	353700	531000	389700	657900	1037000	439200	236700	309600	242100	207900	340200	189900	351000	299700	212400	488700	350100	333000	208800	240300	225900	304200	420300	171000
262800	228600	441000	272700	302400	580500	791100	803700	792900	1357000	951300	703800	628200	326700	398700	477000	380700	520200	1103000	418500	257400	305100	233100	172800	315900	191700	346500	371700	264600	409500	391500	348300	206100	225900	228600	246600	382500	170100
189000	171900	477900	263700	236700	669600	860400	603000	747000	1330000	1083000	707400	651600	322200	337500	408600	459900	531000	1043000	368100	261000	356400	269100	177300	347400	217800	374400	314100	187200	414000	453600	346500	240300	324000	246600	346500	376200	253800
160200	194400	593100	261900	174600	576900	908100	650700	781200	1481000	1033000	800100	606600	307800	366300	435600	393300	519300	1081000	379800	296100	286200	290700	170100	296100	189900	370800	290700	256500	472500	419400	292500	265500	225900	249300	280800	373500	162900
384300	238500	594900	277200	255600	545400	954900	749700	783900	1363000	1078000	708300	622800	350100	332100	462600	413100	516600	1048000	384300	260100	308700	234000	199800	331200	194400	393300	291600	219600	426600	388800	340200	188100	256500	269100	227700	487800	187200
205200	233100	584100	387000	193500	497700	817200	597600	753300	1400000	1215000	619200	602100	328500	342000	449100	424800	548100	1058000	379800	252900	308700	243900	193500	366300	202500	384300	306000	212400	428400	382500	294300	214200	237600	209700	245700	314100	167400
245700	360900	549900	266400	211500	652500	787500	707400	703800	1503000	866700	644400	635400	317700	369900	427500	347400	504900	1024000	398700	238500	291600	299700	163800	294300	189900	371700	307800	185400	457200	359100	347400	242100	215100	226800	349200	468000	200700
254700	397800	461700	334800	194400	581400	643500	702900	774900	1554000	944100	727200	609300	312300	385200	432900	422100	517500	1057000	394200	227700	250200	246600	173700	328500	208800	360900	324000	242100	431100	350100	295200	264600	287100	216000	306000	425700	217800
305100	295200	504900	325800	264600	666000	847800	682200	732600	1367000	970200	666900	708300	303300	362700	427500	515700	518400	1001000	398700	326700	304200	293400	209700	335700	233100	393300	338400	265500	453600	377100	382500	277200	215100	232200	295200	407700	129600
223200	334800	497700	351000	448200	685800	838800	648900	684000	1327000	1100000	693900	609300	345600	355500	456300	429300	525600	1121000	401400	241200	280800	261900	198000	302400	216000	432000	302400	267300	432000	368100	403200	243000	314100	277200	291600	423000	169200
366300	357300	571500	321300	243000	558900	729900	662400	809100	1284000	945000	828000	611100	342000	369000	504900	379800	540000	1034000	405900	277200	296100	218700	171000	338400	196200	351900	305100	244800	449100	432900	471600	252900	285300	229500	277200	490500	243900
241200	218700	531900	360000	363600	744300	864900	648000	711000	1273000	930600	662400	644400	349200	366300	423000	394200	543600	1034000	460800	278100	291600	275400	180000	330300	213300	408600	302400	272700	459000	487800	292500	202500	228600	271800	305100	448200	189900
260100	205200	422100	225900	220500	524700	697500	651600	751500	1430000	939600	748800	641700	349200	346500	460800	395100	539100	1109000	396000	289800	297000	247500	191700	323100	199800	359100	337500	336600	450000	400500	367200	328500	282600	243900	337500	563400	209700
303300	261900	573300	469800	180900	760500	713700	686700	880200	1310000	964800	809100	651600	344700	369000	456300	432900	545400	999900	367200	270000	369000	221400	185400	296100	205200	351900	339300	174600	423000	367200	336600	216900	271800	241200	241200	351900	189900
249300	219600	498600	292500	244800	630000	682200	574200	732600	1334000	987300	663300	622800	316800	355500	449100	384300	536400	1032000	458100	292500	324000	253800	166500	289800	243900	319500	339300	222300	476100	390600	326700	205200	261900	222300	297900	418500	180900
214200	229500	669600	344700	164700	552600	785700	626400	739800	1354000	963000	766800	634500	335700	352800	428400	465300	523800	1047000	373500	261900	263700	269100	220500	314100	225000	404100	369900	180900	428400	381600	333000	250200	265500	251100	285300	434700	226800
207000	189900	781200	223200	185400	537300	810000	635400	817200	1513000	990000	723600	624600	333000	356400	429300	382500	566100	1139000	392400	279900	319500	239400	221400	296100	204300	332100	354600	223200	450900	423000	309600	234000	241200	226800	291600	549900	186300
266400	185400	558900	275400	256500	568800	1089000	648900	735300	1355000	864000	711000	631800	321300	378900	415800	525600	502200	1067000	415800	269100	301500	246600	168300	302400	187200	337500	288900	211500	414900	346500	308700	242100	249300	188100	382500	498600	183600
236700	314100	760500	301500	199800	626400	795600	757800	805500	1297000	969300	727200	641700	326700	386100	473400	472500	527400	1094000	391500	288000	279900	224100	165600	297000	194400	330300	293400	250200	405900	342000	318600	216000	206100	271800	287100	346500	246600
335700	259200	562500	291600	239400	616500	786600	628200	714600	1578000	979200	731700	669600	322200	356400	449100	403200	512100	1060000	410400	276300	279000	233100	186300	289800	206100	361800	335700	265500	449100	411300	388800	222300	241200	239400	324000	464400	253800
250200	197100	482400	333000	386100	562500	803700	581400	695700	1357000	1034000	716400	671400	316800	348300	525600	384300	488700	1086000	401400	270900	297000	341100	188100	307800	235800	378000	346500	202500	461700	537300	370800	252000	271800	231300	298800	426600	199800
270900	202500	587700	321300	181800	633600	810900	584100	744300	1424000	1056000	681300	632700	317700	379800	447300	387000	604800	1135000	396000	252000	311400	292500	152100	292500	198900	394200	354600	197100	446400	354600	322200	195300	230400	211500	252000	358200	208800
327600	242100	553500	434700	209700	552600	812700	743400	798300	1409000	947700	701100	620100	321300	354600	477000	436500	567900	1014000	477000	260100	294300	253800	175500	322200	220500	369000	295200	208800	421200	365400	333900	261000	245700	248400	316800	505800	198000
252900	243000	577800	329400	414000	680400	947700	627300	801900	1358000	948600	790200	646200	328500	370800	441900	407700	540000	1162000	420300	264600	309600	246600	193500	296100	211500	345600	339300	248400	424800	487800	460800	207900	238500	297000	291600	398700	180000
249300	207000	578700	316800	280800	846900	931500	689400	727200	1355000	1013000	720900	628200	307800	376200	476100	387000	549900	1034000	364500	271800	296100	281700	219600	295200	265500	356400	306900	220500	424800	457200	270000	228600	231300	253800	233100	425700	191700
229500	209700	577800	342000	207900	459900	971100	647100	780300	1500000	1103000	744300	654300	326700	367200	450900	440100	575100	1076000	440100	260100	299700	216900	205200	297900	207900	373500	316800	207900	483300	411300	349200	194400	215100	238500	378900	433800	167400
315900	239400	577800	259200	208800	677700	761400	561600	785700	1236000	1069000	741600	634500	337500	345600	477900	414900	542700	1080000	379800	281700	306900	277200	178200	327600	210600	384300	364500	180900	409500	416700	377100	268200	275400	211500	216900	450000	153000
228600	318600	556200	344700	194400	632700	847800	660600	728100	1360000	897300	749700	646200	341100	367200	423900	423900	562500	1106000	414000	241200	281700	257400	175500	309600	207900	379800	324000	164700	459000	448200	308700	267300	234000	202500	300600	406800	170100
194400	187200	574200	240300	259200	650700	786600	613800	778500	1404000	1013000	666000	632700	326700	351000	450900	420300	500400	1139000	387900	254700	328500	239400	181800	308700	182700	346500	307800	306900	437400	423000	302400	169200	223200	228600	288900	561600	191700
170100	349200	576000	291600	211500	636300	730800	620100	786600	1334000	1018000	658800	628200	347400	333000	489600	417600	506700	1112000	410400	248400	299700	263700	174600	306000	216000	333000	290700	322200	428400	441000	358200	277200	263700	236700	319500	348300	162900
312300	214200	550800	314100	194400	650700	871200	626400	861300	1371000	1059000	717300	626400	355500	356400	418500	415800	528300	999000	395100	254700	331200	248400	175500	301500	204300	421200	316800	306000	378000	328500	315000	234000	234000	273600	294300	411300	179100
226800	263700	563400	299700	263700	728100	864900	696600	711000	1373000	990900	723600	639000	379800	392400	445500	471600	522900	1087000	405900	266400	333000	257400	189000	310500	206100	400500	302400	271800	405000	377100	280800	185400	210600	263700	285300	486000	162000
228600	191700	470700	397800	209700	746100	711900	721800	1126000	1362000	956700	627300	615600	324000	369000	472500	363600	505800	1136000	392400	310500	328500	268200	189000	293400	199800	348300	348300	217800	432000	404100	355500	299700	245700	225000	266400	450900	171900
242100	247500	485100	338400	314100	526500	869400	517500	811800	1306000	981900	722700	621900	324000	421200	463500	460800	488700	1076000	449100	257400	288900	234000	182700	340200	194400	374400	325800	199800	415800	357300	426600	196200	242100	221400	287100	408600	168300
207900	249300	636300	247500	181800	746100	655200	565200	777600	1333000	1003000	789300	609300	333900	374400	464400	393300	516600	1061000	379800	281700	295200	254700	197100	356400	271800	421200	320400	236700	418500	407700	340200	233100	198900	260100	271800	386100	171000
282600	214200	447300	306000	198000	545400	781200	587700	792000	1326000	1113000	782100	606600	338400	377100	437400	435600	502200	1083000	399600	261900	295200	252000	204300	287100	185400	389700	299700	306900	396900	413100	305100	206100	221400	215100	287100	426600	169200
260100	210600	574200	469800	274500	544500	847800	710100	745200	1327000	956700	776700	634500	359100	378000	523800	398700	514800	1081000	366300	290700	306900	249300	184500	347400	217800	341100	362700	234900	461700	412200	342000	243000	257400	224100	299700	477900	134100
216000	212400	561600	285300	289800	773100	811800	534600	778500	1349000	913500	720900	643500	317700	352800	404100	413100	512100	1075000	435600	261900	300600	267300	193500	317700	199800	355500	277200	237600	501300	323100	334800	206100	252900	288900	288000	467100	237600
169200	315000	448200	237600	303300	675000	746100	597600	730800	1409000	924300	726300	611100	325800	364500	446400	387900	517500	1069000	399600	245700	277200	276300	186300	319500	266400	432000	324900	224100	429300	387000	272700	248400	271800	244800	319500	391500	171000
318600	204300	501300	342900	284400	627300	826200	566100	811800	1280000	959400	651600	651600	357300	352800	463500	422100	526500	1036000	381600	259200	304200	275400	174600	315900	201600	341100	355500	223200	405000	531900	354600	213300	261900	261000	298800	451800	180000
207900	308700	517500	274500	255600	553500	718200	693000	738000	1265000	1048000	753300	621000	388800	350100	437400	374400	597600	1019000	370800	276300	302400	255600	171900	288900	210600	331200	324000	242100	444600	473400	399600	213300	209700	200700	256500	384300	163800
293400	260100	541800	342000	191700	620100	717300	761400	835200	1242000	957600	711000	609300	317700	372600	466200	504000	540000	969300	369900	260100	282600	256500	211500	331200	212400	389700	316800	185400	425700	367200	342000	210600	231300	310500	304200	459900	171000
234900	189900	552600	248400	215100	567000	837000	603900	803700	1475000	1181000	699300	667800	325800	378000	457200	425700	606600	1073000	378000	261000	294300	292500	180000	386100	266400	414000	345600	225000	441000	485100	369900	240300	274500	258300	251100	541800	189000
269100	235800	569700	317700	216000	540900	738000	697500	822600	1445000	961200	698400	628200	333900	357300	508500	375300	569700	1132000	415800	288900	275400	251100	210600	342000	201600	392400	322200	248400	445500	397800	279900	236700	227700	266400	334800	402300	246600
222300	279000	512100	229500	238500	524700	717300	655200	928800	1286000	974700	786600	628200	336600	348300	428400	390600	545400	1028000	432000	270900	288900	267300	197100	332100	284400	362700	331200	239400	439200	370800	312300	287100	229500	333000	293400	376200	152100
256500	230400	597600	274500	260100	734400	716400	680400	849600	1311000	932400	598500	603900	324900	345600	433800	462600	490500	1065000	404100	236700	269100	237600	189900	297900	198000	361800	319500	238500	498600	436500	350100	223200	268200	217800	241200	396900	182700
306900	259200	611100	261000	277200	623700	856800	522000	797400	1375000	1021000	827100	618300	342900	352800	494100	444600	553500	1027000	378000	281700	300600	270900	168300	294300	204300	360900	346500	376200	429300	410400	318600	224100	246600	321300	267300	495900	218700
264600	239400	547200	300600	212400	655200	827100	576900	880200	1343000	957600	708300	632700	317700	381600	459900	434700	507600	1131000	403200	275400	302400	246600	189000	347400	226800	377100	288900	238500	397800	336600	373500	252900	218700	255600	300600	388800	192600
247500	234900	568800	313200	214200	619200	765000	683100	927000	1450000	1037000	705600	621000	321300	387000	442800	462600	507600	1020000	402300	270900	279900	202500	165600	333900	203400	398700	288900	286200	431100	319500	348300	225000	194400	241200	253800	453600	167400
338400	248400	727200	275400	220500	614700	699300	693900	767700	1307000	983700	678600	617400	312300	379800	504000	411300	536400	1042000	351900	252900	305100	233100	170100	306900	197100	390600	299700	230400	438300	374400	372600	212400	257400	220500	271800	396000	164700
242100	192600	504900	316800	311400	631800	777600	589500	774000	1288000	948600	704700	648900	328500	374400	471600	446400	557100	1102000	413100	262800	332100	278100	201600	287100	229500	441900	322200	198000	391500	322200	324900	203400	259200	241200	273600	401400	154800
194400	268200	573300	288900	207900	482400	837000	619200	774000	1293000	972900	702900	606600	345600	343800	416700	407700	515700	1073000	387000	279000	283500	251100	208800	296100	231300	360000	319500	221400	415800	517500	337500	269100	242100	285300	288000	474300	248400
192600	198000	661500	348300	234000	590400	765900	697500	755100	1336000	904500	708300	631800	324000	346500	416700	439200	551700	1126000	379800	273600	306000	307800	188100	317700	196200	374400	326700	357300	399600	365400	268200	229500	234900	259200	331200	354600	177300
265500	188100	721800	288900	256500	858600	710100	572400	716400	1386000	944100	724500	604800	315000	342000	449100	396000	515700	1060000	432000	239400	281700	268200	189000	278100	189900	351900	316800	229500	420300	375300	347400	180900	236700	277200	315000	453600	247500
262800	187200	664200	344700	169200	635400	774000	561600	912600	1366000	1112000	782100	621000	351900	349200	421200	473400	563400	1134000	396000	298800	343800	269100	189000	306000	209700	369900	315000	190800	436500	387900	340200	204300	248400	225000	307800	396000	185400
322200	177300	629100	282600	224100	667800	735300	687600	882900	1299000	882000	645300	627300	319500	396000	430200	425700	502200	1065000	372600	277200	274500	239400	189900	291600	197100	331200	360000	226800	447300	399600	364500	206100	210600	225900	365400	396900	171000
233100	144900	636300	230400	239400	618300	738900	697500	708300	1311000	939600	670500	613800	322200	391500	468900	386100	526500	1135000	387000	281700	252900	244800	197100	324000	189000	361800	298800	207900	426600	339300	328500	188100	212400	244800	235800	516600	155700
228600	227700	504000	325800	237600	643500	681300	569700	781200	1353000	1022000	768600	648900	321300	356400	477000	420300	538200	1076000	427500	298800	303300	238500	162000	294300	198900	438300	279000	198900	421200	398700	322200	230400	211500	258300	295200	470700	192600
225900	150300	502200	214200	220500	662400	733500	632700	746100	1424000	1015000	657000	658800	322200	368100	526500	410400	479700	1001000	405900	280800	317700	241200	169200	324000	198900	357300	312300	273600	428400	387000	343800	261000	253800	215100	305100	332100	201600
239400	164700	457200	353700	230400	517500	719100	564300	739800	1460000	988200	652500	606600	303300	353700	445500	432900	511200	1028000	389700	288900	323100	232200	173700	328500	208800	353700	325800	327600	444600	376200	342900	255600	239400	280800	248400	449100	179100
173700	248400	611100	227700	253800	562500	796500	602100	665100	1361000	869400	675000	628200	312300	334800	498600	398700	530100	1036000	389700	298800	280800	258300	172800	328500	213300	367200	296100	234000	572400	415800	502200	226800	224100	288000	345600	473400	168300
266400	233100	509400	378000	191700	563400	758700	602100	757800	1318000	973800	811800	638100	312300	393300	486000	418500	543600	1058000	451800	289800	336600	242100	198000	301500	208800	349200	383400	252900	477000	410400	321300	213300	270900	252900	312300	459900	176400
193500	243000	533700	333900	320400	623700	695700	765000	798300	1365000	1003000	687600	623700	380700	343800	453600	437400	540000	1054000	387000	288000	304200	228600	161100	341100	230400	365400	326700	222300	474300	431100	377100	208800	220500	234900	286200	472500	182700
256500	231300	495900	358200	323100	559800	700200	691200	799200	1265000	903600	776700	654300	338400	359100	492300	417600	556200	975600	403200	312300	293400	257400	209700	371700	231300	369000	281700	234900	398700	465300	327600	249300	216900	225000	284400	434700	148500
250200	211500	685800	314100	279900	618300	787500	742500	712800	1253000	860400	675900	630900	356400	346500	425700	383400	504900	1064000	426600	241200	298800	239400	198900	309600	233100	360000	319500	200700	485100	396900	389700	183600	233100	251100	297000	372600	183600
253800	204300	518400	223200	308700	756000	741600	606600	703800	1483000	1168000	764100	613800	303300	393300	436500	485100	509400	1147000	404100	257400	280800	250200	166500	279900	227700	343800	312300	214200	468000	411300	437400	228600	187200	235800	337500	388800	196200
195300	162900	523800	311400	247500	612000	761400	604800	690300	1380000	950400	678600	649800	312300	351900	450000	409500	533700	1031000	375300	267300	273600	234000	242100	308700	228600	404100	319500	393300	446400	330300	322200	213300	324900	221400	279000	351900	171900
238500	194400	500400	364500	171900	525600	753300	543600	727200	1393000	964800	679500	632700	321300	351000	436500	405900	555300	999900	382500	297900	287100	210600	182700	289800	198900	342000	306900	240300	401400	469800	375300	249300	252900	243900	259200	406800	207000
279900	273600	590400	330300	262800	540900	772200	603000	793800	1533000	988200	720900	611100	315000	365400	431100	366300	504900	1059000	360900	280800	282600	249300	207900	390600	262800	355500	297900	264600	436500	405000	342000	217800	271800	225000	270900	415800	268200
267300	192600	601200	261000	206100	621000	750600	607500	770400	1366000	909900	753300	630000	331200	368100	438300	401400	516600	1110000	389700	317700	296100	291600	200700	279900	204300	333000	358200	192600	399600	376200	363600	286200	219600	235800	292500	377100	172800
285300	199800	531000	280800	268200	652500	693900	612000	710100	1342000	1047000	664200	641700	340200	348300	428400	408600	545400	1066000	362700	275400	299700	265500	235800	285300	211500	383400	309600	219600	395100	459000	340200	228600	235800	220500	318600	486900	184500
354600	174600	525600	223200	251100	800100	816300	594000	948600	1360000	1029000	757800	625500	331200	390600	474300	431100	550800	1048000	387000	236700	294300	256500	168300	357300	207900	364500	318600	218700	469800	420300	405900	207000	262800	244800	344700	435600	195300
258300	189000	627300	256500	256500	601200	696600	612000	810900	1386000	980100	715500	641700	307800	344700	451800	486000	540900	1043000	378900	254700	295200	286200	180000	315000	216000	367200	324000	234000	433800	368100	302400	211500	239400	243000	243900	390600	174600
167400	180000	560700	266400	203400	660600	680400	771300	810000	1341000	961200	782100	618300	328500	365400	445500	438300	570600	1054000	428400	266400	338400	281700	167400	273600	211500	346500	293400	255600	437400	408600	369900	208800	308700	340200	293400	349200	226800
267300	378000	585000	258300	235800	626400	755100	720900	846000	1472000	959400	766800	670500	351900	378900	485100	531900	514800	973800	387000	286200	300600	280800	207000	335700	242100	381600	320400	240300	478800	374400	400500	230400	289800	252000	350100	379800	186300
167400	242100	764100	247500	295200	601200	757800	579600	1002000	1330000	922500	717300	616500	319500	355500	478800	423000	563400	1167000	418500	271800	305100	258300	196200	320400	185400	385200	369900	223200	456300	451800	352800	234900	213300	229500	387900	378000	224100
209700	158400	566100	299700	192600	677700	834300	660600	740700	1350000	1051000	712800	602100	317700	346500	466200	444600	500400	1033000	404100	285300	306000	240300	192600	342900	208800	394200	330300	246600	431100	434700	387900	212400	298800	300600	306900	343800	211500
222300	198900	500400	348300	229500	664200	802800	647100	896400	1310000	922500	722700	635400	322200	348300	476100	414900	518400	1059000	404100	291600	241200	231300	180000	330300	206100	332100	337500	248400	457200	459000	305100	222300	292500	268200	279000	383400	214200
255600	214200	552600	412200	205200	573300	872100	705600	779400	1242000	1045000	686700	647100	356400	340200	464400	422100	578700	1046000	382500	273600	302400	272700	196200	308700	223200	349200	300600	259200	448200	423000	481500	195300	249300	225900	291600	364500	159300
210600	299700	606600	333900	207900	585900	822600	581400	746100	1382000	984600	679500	623700	322200	390600	399600	444600	530100	1078000	363600	266400	323100	225900	189000	334800	221400	373500	288900	216000	439200	347400	367200	241200	225900	260100	266400	417600	143100
263700	235800	629100	280800	231300	683100	761400	639900	768600	1319000	981900	737100	596700	349200	376200	499500	430200	513900	1047000	408600	254700	270900	258300	175500	306900	216000	391500	306900	234900	457200	452700	290700	216900	231300	205200	271800	357300	153000
208800	221400	592200	281700	351900	585900	860400	588600	720000	1384000	993600	679500	618300	363600	340200	459900	485100	650700	1085000	384300	250200	286200	244800	207000	304200	197100	328500	303300	244800	455400	335700	311400	193500	274500	257400	351000	363600	180900
