model is syntactically correct
data loaded
model compiled
initial values loaded but chain contains uninitialized variables
initial values loaded but chain contains uninitialized variables
initial values generated, model initialized
model is updating
1000 updates took 44 s
model is updating
5000 updates took 223 s
CODA files written
Summary statistics
		mean	sd	val2.5pc	median	val97.5pc	sample
	d_Sc_pred[43,25]	2.955	1.723	0.8365	2.493	7.312	10000
	d_Sc_pred[44,1]	5.206	3.339	1.383	4.417	12.72	10000
	d_Sc_pred[44,2]	9.399	5.99	2.305	7.868	26.13	10000
	d_Sc_pred[44,3]	4.918	3.024	1.3	4.153	11.79	10000
	d_Sc_pred[44,4]	6.297	3.698	1.823	5.404	15.54	10000
	d_Sc_pred[44,5]	3.982	2.302	1.206	3.435	9.798	10000
	d_Sc_pred[44,6]	2.995	1.839	0.816	2.562	7.169	10000
	d_Sc_pred[44,7]	5.002	3.293	1.308	4.116	12.17	10000
	d_Sc_pred[44,8]	9.08	5.504	2.572	7.669	22.43	10000
	d_Sc_pred[44,9]	1.612	0.972	0.465	1.371	3.742	10000
	d_Sc_pred[44,10]	8.39	4.803	2.487	7.329	21.28	10000
	d_Sc_pred[44,11]	7.732	2.766	3.364	7.407	14.03	10000
	d_Sc_pred[44,12]	11.64	7.319	3.234	9.968	27.84	10000
	d_Sc_pred[44,13]	6.904	3.957	2.131	5.978	16.31	10000
	d_Sc_pred[44,14]	7.181	4.143	2.013	6.302	16.59	10000
	d_Sc_pred[44,15]	12.34	7.783	3.568	10.25	32.1	10000
	d_Sc_pred[44,16]	10.19	5.892	2.966	8.516	24.56	10000
	d_Sc_pred[44,17]	8.431	5.031	2.332	7.291	19.54	10000
	d_Sc_pred[44,18]	6.371	3.72	1.732	5.545	14.54	10000
	d_Sc_pred[44,19]	9.452	5.751	2.766	8.231	22.04	10000
	d_Sc_pred[44,20]	6.385	2.566	2.492	5.972	12.11	10000
	d_Sc_pred[44,21]	7.043	4.033	2.1	6.146	15.31	10000
	d_Sc_pred[44,22]	7.335	4.241	2.131	6.232	17.78	10000
	d_Sc_pred[44,23]	13.16	7.756	3.637	10.89	31.44	10000
	d_Sc_pred[44,24]	5.987	3.396	1.86	5.206	14.08	10000
	d_Sc_pred[44,25]	6.428	3.796	1.927	5.415	15.54	10000
	d_Sc_pred[45,1]	1.332	0.6809	0.4426	1.181	2.973	10000
	d_Sc_pred[45,2]	2.536	1.297	0.8559	2.252	5.824	10000
	d_Sc_pred[45,3]	1.408	0.7248	0.4873	1.254	3.298	10000
	d_Sc_pred[45,4]	1.681	0.7998	0.5842	1.53	3.646	10000
	d_Sc_pred[45,5]	0.8401	0.4399	0.2761	0.7491	1.927	10000
	d_Sc_pred[45,6]	1.085	0.8698	0.3146	0.8654	3.179	10000
	d_Sc_pred[45,7]	1.182	0.616	0.3893	1.053	2.645	10000
	d_Sc_pred[45,8]	1.893	0.8987	0.6768	1.736	4.142	10000
	d_Sc_pred[45,9]	0.4016	0.198	0.1361	0.3594	0.8317	10000
	d_Sc_pred[45,10]	1.659	0.7849	0.598	1.502	3.59	10000
	d_Sc_pred[45,11]	1.435	0.7259	0.4703	1.287	3.213	10000
	d_Sc_pred[45,12]	2.285	1.1	0.8216	2.064	4.772	10000
	d_Sc_pred[45,13]	1.329	0.662	0.4607	1.196	2.807	10000
	d_Sc_pred[45,14]	1.446	0.6888	0.5135	1.31	3.084	10000
	d_Sc_pred[45,15]	3.727	1.905	1.251	3.329	8.8	10000
	d_Sc_pred[45,16]	2.09	0.9982	0.7562	1.878	4.457	10000
	d_Sc_pred[45,17]	1.63	0.755	0.5831	1.493	3.416	10000
	d_Sc_pred[45,18]	1.416	0.674	0.5082	1.275	3.096	10000
	d_Sc_pred[45,19]	1.933	0.888	0.7021	1.772	3.961	10000
	d_Sc_pred[45,20]	2.98	1.521	0.9973	2.65	6.866	10000
	d_Sc_pred[45,21]	1.575	0.7397	0.5638	1.442	3.398	10000
	d_Sc_pred[45,22]	1.452	0.6711	0.5221	1.327	3.109	10000
	d_Sc_pred[45,23]	2.99	1.322	1.14	2.759	6.154	10000
	d_Sc_pred[45,24]	1.481	0.7085	0.5285	1.338	3.181	10000
	d_Sc_pred[45,25]	1.309	0.6041	0.4694	1.195	2.805	10000
	d_Sc_pred[46,1]	1.528	0.8955	0.476	1.317	3.663	10000
	d_Sc_pred[46,2]	1.782	0.839	0.6432	1.62	3.808	10000
	d_Sc_pred[46,3]	1.266	0.626	0.4373	1.137	2.806	10000
	d_Sc_pred[46,4]	1.34	0.5962	0.4952	1.23	2.828	10000
	d_Sc_pred[46,5]	0.7217	0.3458	0.2508	0.6595	1.587	10000
	d_Sc_pred[46,6]	0.7646	0.3893	0.2672	0.6803	1.754	10000
	d_Sc_pred[46,7]	1.034	0.5185	0.3544	0.9301	2.314	10000
	d_Sc_pred[46,8]	1.603	0.7311	0.5837	1.474	3.375	10000
	d_Sc_pred[46,9]	0.3481	0.1623	0.1283	0.3186	0.7403	10000
	d_Sc_pred[46,10]	1.417	0.6185	0.5458	1.313	2.947	10000
	d_Sc_pred[46,11]	0.9731	0.4768	0.3216	0.8811	2.126	10000
	d_Sc_pred[46,12]	2.195	0.9493	0.8195	2.024	4.375	10000
	d_Sc_pred[46,13]	1.447	0.6612	0.5243	1.323	3.062	10000
	d_Sc_pred[46,14]	1.368	0.5932	0.5244	1.262	2.784	10000
	d_Sc_pred[46,15]	5.259	3.385	1.405	4.272	14.35	10000
	d_Sc_pred[46,16]	1.764	0.7695	0.6973	1.625	3.658	10000
	d_Sc_pred[46,17]	1.557	0.6635	0.6032	1.435	3.106	10000
	d_Sc_pred[46,18]	1.294	0.5625	0.4892	1.193	2.664	10000
	d_Sc_pred[46,19]	1.426	0.638	0.5344	1.312	2.996	10000
	d_Sc_pred[46,20]	2.603	1.222	0.9204	2.382	5.522	10000
	d_Sc_pred[46,21]	1.904	0.8641	0.6942	1.739	3.951	10000
	d_Sc_pred[46,22]	1.23	0.5547	0.4567	1.126	2.563	10000
	d_Sc_pred[46,23]	2.701	1.13	1.045	2.506	5.45	10000
	d_Sc_pred[46,24]	1.251	0.5655	0.4635	1.158	2.621	10000
	d_Sc_pred[46,25]	1.265	0.5514	0.4761	1.172	2.529	10000
	d_Sc_pred[47,1]	4.443	2.077	1.64	4.079	9.593	10000
	d_Sc_pred[47,2]	5.593	2.296	2.322	5.203	11.16	10000
	d_Sc_pred[47,3]	2.414	1.009	0.9831	2.236	4.865	10000
	d_Sc_pred[47,4]	3.334	1.251	1.484	3.14	6.316	10000
	d_Sc_pred[47,5]	2.236	0.9074	0.9278	2.088	4.387	10000
	d_Sc_pred[47,6]	1.632	0.7093	0.6343	1.504	3.323	10000
	d_Sc_pred[47,7]	3.455	1.581	1.273	3.16	7.502	10000
	d_Sc_pred[47,8]	6.424	2.423	2.769	6.032	12.07	10000
	d_Sc_pred[47,9]	1.508	0.7763	0.5295	1.336	3.436	10000
	d_Sc_pred[47,10]	3.47	1.298	1.487	3.281	6.499	10000
	d_Sc_pred[47,11]	3.893	1.593	1.604	3.615	7.742	10000
	d_Sc_pred[47,12]	6.775	2.425	3.176	6.393	12.72	10000
	d_Sc_pred[47,13]	3.778	1.448	1.634	3.524	7.329	10000
	d_Sc_pred[47,14]	5.069	1.825	2.311	4.785	9.36	10000
	d_Sc_pred[47,15]	11.02	4.313	4.589	10.32	21.28	10000
	d_Sc_pred[47,16]	6.719	2.374	3.05	6.409	12.6	10000
	d_Sc_pred[47,17]	5.851	2.089	2.61	5.553	10.74	10000
	d_Sc_pred[47,18]	4.727	1.769	2.053	4.448	8.824	10000
	d_Sc_pred[47,19]	5.129	1.781	2.383	4.857	9.262	10000
	d_Sc_pred[47,20]	13.84	5.627	5.088	13.18	25.66	10000
	d_Sc_pred[47,21]	3.031	1.169	1.29	2.854	5.524	10000
	d_Sc_pred[47,22]	5.301	1.898	2.382	5.021	9.859	10000
	d_Sc_pred[47,23]	8.303	2.796	3.976	7.917	15.15	10000
	d_Sc_pred[47,24]	3.052	1.171	1.303	2.863	5.879	10000
	d_Sc_pred[47,25]	2.506	1.002	1.026	2.347	4.908	10000
	d_Sc_pred[48,1]	0.7943	0.4122	0.2674	0.7025	1.805	10000
	d_Sc_pred[48,2]	1.421	0.7704	0.4771	1.243	3.273	10000
	d_Sc_pred[48,3]	0.745	0.3816	0.2561	0.663	1.685	10000
	d_Sc_pred[48,4]	0.9594	0.5401	0.3124	0.8408	2.174	10000
	d_Sc_pred[48,5]	0.6122	0.3288	0.193	0.5411	1.406	10000
	d_Sc_pred[48,6]	0.4658	0.2406	0.1594	0.4125	1.089	10000
	d_Sc_pred[48,7]	0.7679	0.4203	0.243	0.6716	1.818	10000
	d_Sc_pred[48,8]	1.342	0.6807	0.4569	1.192	2.962	10000
	d_Sc_pred[48,9]	0.2593	0.1349	0.08957	0.2294	0.5939	10000
	d_Sc_pred[48,10]	1.266	0.6645	0.4128	1.122	2.94	10000
	d_Sc_pred[48,11]	1.01	0.6051	0.2879	0.864	2.612	10000
	d_Sc_pred[48,12]	1.404	0.6488	0.5212	1.283	2.968	10000
	d_Sc_pred[48,13]	0.8105	0.3925	0.283	0.7254	1.761	10000
	d_Sc_pred[48,14]	0.8831	0.4157	0.323	0.8023	1.896	10000
	d_Sc_pred[48,15]	1.521	0.7158	0.5489	1.371	3.323	10000
	d_Sc_pred[48,16]	1.279	0.6031	0.4502	1.163	2.71	10000
	d_Sc_pred[48,17]	0.9967	0.4656	0.3574	0.9064	2.128	10000
	d_Sc_pred[48,18]	0.7733	0.3733	0.2703	0.6951	1.683	10000
	d_Sc_pred[48,19]	1.048	0.4846	0.3888	0.9557	2.202	10000
	d_Sc_pred[48,20]	1.85	0.9298	0.6278	1.651	4.141	10000
	d_Sc_pred[48,21]	1.118	0.5196	0.3985	1.018	2.383	10000
	d_Sc_pred[48,22]	1.199	0.5653	0.4369	1.079	2.6	10000
	d_Sc_pred[48,23]	2.277	1.028	0.838	2.073	4.721	10000
	d_Sc_pred[48,24]	1.109	0.5458	0.385	0.9924	2.48	10000
	d_Sc_pred[48,25]	0.8043	0.3788	0.296	0.7247	1.745	10000
	d_Sc_pred[49,1]	1.107	0.5791	0.3725	0.9813	2.529	10000
	d_Sc_pred[49,2]	1.989	1.06	0.6557	1.757	5.031	10000
	d_Sc_pred[49,3]	1.037	0.52	0.3722	0.9304	2.299	10000
	d_Sc_pred[49,4]	1.358	0.7058	0.4513	1.213	3.185	10000
	d_Sc_pred[49,5]	0.8654	0.4661	0.2812	0.7666	2.054	10000
	d_Sc_pred[49,6]	0.6508	0.3267	0.2296	0.5844	1.43	10000
	d_Sc_pred[49,7]	1.075	0.5795	0.3484	0.9455	2.532	10000
	d_Sc_pred[49,8]	1.905	0.9837	0.6598	1.689	4.271	10000
	d_Sc_pred[49,9]	0.3573	0.1785	0.1217	0.3239	0.8011	10000
	d_Sc_pred[49,10]	1.808	0.9473	0.6196	1.609	4.203	10000
	d_Sc_pred[49,11]	1.415	0.801	0.4348	1.238	3.338	10000
	d_Sc_pred[49,12]	1.835	0.7903	0.7032	1.695	3.73	10000
	d_Sc_pred[49,13]	1.057	0.4688	0.3868	0.9776	2.169	10000
	d_Sc_pred[49,14]	1.175	0.5217	0.4504	1.082	2.397	10000
	d_Sc_pred[49,15]	2.012	0.901	0.7662	1.84	4.219	10000
	d_Sc_pred[49,16]	2.072	0.8965	0.815	1.91	4.314	10000
	d_Sc_pred[49,17]	1.307	0.5691	0.4984	1.211	2.651	10000
	d_Sc_pred[49,18]	1.018	0.4678	0.3725	0.9316	2.196	10000
	d_Sc_pred[49,19]	1.357	0.6026	0.5126	1.249	2.785	10000
	d_Sc_pred[49,20]	1.694	0.722	0.663	1.567	3.451	10000
	d_Sc_pred[49,21]	2.32	1.14	0.7874	2.106	5.114	10000
	d_Sc_pred[49,22]	2.503	1.306	0.823	2.202	5.784	10000
	d_Sc_pred[49,23]	4.503	2.184	1.544	4.068	9.817	10000
	d_Sc_pred[49,24]	1.61	0.7835	0.5609	1.461	3.527	10000
	d_Sc_pred[49,25]	1.052	0.4745	0.391	0.9679	2.239	10000
	d_Sc_pred[50,1]	1.911	1.151	0.5572	1.64	5.198	10000
	d_Sc_pred[50,2]	3.452	2.064	0.9993	2.957	8.99	10000
	d_Sc_pred[50,3]	1.789	1.017	0.5489	1.557	4.46	10000
	d_Sc_pred[50,4]	2.285	1.298	0.7176	2.005	5.609	10000
	d_Sc_pred[50,5]	1.453	0.8057	0.4446	1.285	3.451	10000
	d_Sc_pred[50,6]	1.104	0.6421	0.3512	0.9539	2.729	10000
	d_Sc_pred[50,7]	1.848	1.1	0.516	1.578	4.767	10000
	d_Sc_pred[50,8]	3.315	1.923	1.037	2.884	8.126	10000
	d_Sc_pred[50,9]	0.6037	0.3282	0.1951	0.5282	1.42	10000
	d_Sc_pred[50,10]	3.02	1.62	0.9807	2.664	7.007	10000
	d_Sc_pred[50,11]	2.398	1.362	0.6864	2.1	6.063	10000
	d_Sc_pred[50,12]	4.08	2.227	1.31	3.577	9.521	10000
	d_Sc_pred[50,13]	2.497	1.368	0.7671	2.211	5.9	10000
	d_Sc_pred[50,14]	2.615	1.439	0.8265	2.295	6.266	10000
	d_Sc_pred[50,15]	4.439	2.593	1.328	3.823	11.3	10000
	d_Sc_pred[50,16]	3.706	2.041	1.137	3.254	8.908	10000
	d_Sc_pred[50,17]	2.985	1.615	0.9475	2.636	7.426	10000
	d_Sc_pred[50,18]	2.273	1.276	0.7128	1.99	5.413	10000
	d_Sc_pred[50,19]	3.369	1.82	1.076	2.965	7.976	10000
	d_Sc_pred[50,20]	2.385	1.091	0.8632	2.191	5.047	10000
	d_Sc_pred[50,21]	1.748	0.7712	0.6624	1.617	3.594	10000
	d_Sc_pred[50,22]	2.377	1.027	0.8986	2.192	4.826	10000
	d_Sc_pred[50,23]	5.48	2.361	2.066	5.09	10.64	10000
	d_Sc_pred[50,24]	2.443	1.074	0.8917	2.267	5.021	10000
	d_Sc_pred[50,25]	1.681	0.7608	0.6011	1.542	3.467	10000
	d_Sc_pred[51,1]	5.121	2.932	1.51	4.475	12.37	10000
	d_Sc_pred[51,2]	9.341	5.409	2.728	8.136	22.45	10000
	d_Sc_pred[51,3]	4.826	2.695	1.507	4.218	11.77	10000
	d_Sc_pred[51,4]	6.266	3.388	1.939	5.523	14.52	10000
	d_Sc_pred[51,5]	4.044	2.254	1.222	3.549	9.653	10000
	d_Sc_pred[51,6]	3.004	1.739	0.8915	2.64	7.409	10000
	d_Sc_pred[51,7]	4.96	3.024	1.406	4.184	11.98	10000
	d_Sc_pred[51,8]	8.789	4.705	2.679	7.72	20.44	10000
	d_Sc_pred[51,9]	1.605	0.8934	0.5085	1.412	3.815	10000
	d_Sc_pred[51,10]	8.353	4.406	2.597	7.406	19.06	10000
	d_Sc_pred[51,11]	6.382	3.582	1.938	5.626	15.09	10000
	d_Sc_pred[51,12]	11.33	6.382	3.333	9.924	25.94	10000
	d_Sc_pred[51,13]	6.985	3.886	2.16	6.142	15.64	10000
	d_Sc_pred[51,14]	7.257	3.915	2.321	6.43	17.44	10000
	d_Sc_pred[51,15]	11.9	6.681	3.709	10.45	28.77	10000
	d_Sc_pred[51,16]	10.25	5.661	3.121	9.011	24.87	10000
	d_Sc_pred[51,17]	8.143	4.107	2.646	7.237	18.34	10000
	d_Sc_pred[51,18]	6.31	3.372	1.955	5.547	14.14	10000
	d_Sc_pred[51,19]	9.234	4.86	2.897	8.138	19.86	10000
	d_Sc_pred[51,20]	5.674	2.188	2.388	5.335	10.73	10000
	d_Sc_pred[51,21]	3.662	1.386	1.537	3.47	6.821	10000
	d_Sc_pred[51,22]	8.3	2.877	3.676	7.906	14.37	10000
	d_Sc_pred[51,23]	18.53	6.106	8.517	17.92	32.29	10000
	d_Sc_pred[51,24]	7.376	2.582	3.205	7.11	13.43	10000
	d_Sc_pred[51,25]	5.999	2.158	2.598	5.699	11.09	10000
	d_Sc_pred[52,1]	3.408	2.309	0.8718	2.821	9.233	10000
	d_Sc_pred[52,2]	6.187	4.066	1.574	5.086	16.94	10000
	d_Sc_pred[52,3]	3.238	2.074	0.8473	2.744	8.3	10000
	d_Sc_pred[52,4]	4.14	2.637	1.11	3.502	9.715	10000
	d_Sc_pred[52,5]	2.659	1.725	0.6835	2.252	6.941	10000
	d_Sc_pred[52,6]	1.992	1.277	0.542	1.681	4.942	10000
	d_Sc_pred[52,7]	3.308	2.223	0.8337	2.73	9.089	10000
	d_Sc_pred[52,8]	5.902	3.756	1.589	5.013	14.2	10000
	d_Sc_pred[52,9]	1.089	0.6857	0.3104	0.9167	2.809	10000
	d_Sc_pred[52,10]	5.509	3.484	1.507	4.787	14.63	10000
	d_Sc_pred[52,11]	4.376	2.904	1.168	3.653	11.09	10000
	d_Sc_pred[52,12]	7.443	4.664	1.951	6.251	18.66	10000
	d_Sc_pred[52,13]	4.617	3.019	1.219	3.92	12.38	10000
	d_Sc_pred[52,14]	4.797	3.054	1.307	3.985	12.56	10000
	d_Sc_pred[52,15]	7.897	5.12	2.118	6.593	21.45	10000
	d_Sc_pred[52,16]	6.707	4.27	1.853	5.609	17.02	10000
	d_Sc_pred[52,17]	5.537	3.667	1.531	4.633	13.98	10000
	d_Sc_pred[52,18]	4.206	2.677	1.158	3.552	10.49	10000
	d_Sc_pred[52,19]	6.152	3.919	1.671	5.106	16.48	10000
	d_Sc_pred[52,20]	5.974	3.897	1.606	4.996	16.72	10000
	d_Sc_pred[52,21]	4.738	3.112	1.264	3.963	12.71	10000
	d_Sc_pred[52,22]	4.804	3.078	1.281	4.02	12.26	10000
	d_Sc_pred[52,23]	7.503	3.337	2.733	6.873	15.43	10000
	d_Sc_pred[52,24]	3.635	1.667	1.295	3.33	7.604	10000
	d_Sc_pred[52,25]	2.798	1.335	0.9796	2.561	6.166	10000
	d_Sc_pred[53,1]	4.618	3.037	1.195	3.87	13.46	10000
	d_Sc_pred[53,2]	8.452	5.782	2.056	7.06	21.85	10000
	d_Sc_pred[53,3]	4.362	2.844	1.121	3.672	10.92	10000
	d_Sc_pred[53,4]	5.701	3.881	1.518	4.829	14.2	10000
	d_Sc_pred[53,5]	3.637	2.361	0.9352	3.024	10.19	10000
	d_Sc_pred[53,6]	2.723	1.806	0.7198	2.272	7.219	10000
	d_Sc_pred[53,7]	4.502	3.207	1.122	3.662	11.59	10000
	d_Sc_pred[53,8]	8.097	5.152	2.265	6.756	22.39	10000
	d_Sc_pred[53,9]	1.459	0.9311	0.3911	1.251	3.378	10000
	d_Sc_pred[53,10]	7.493	5.133	2.044	6.392	23.66	10000
	d_Sc_pred[53,11]	5.849	3.702	1.595	4.897	14.81	10000
	d_Sc_pred[53,12]	10.07	6.797	2.943	8.422	22.61	10000
	d_Sc_pred[53,13]	6.188	3.855	1.681	5.145	16.5	10000
	d_Sc_pred[53,14]	6.415	3.901	1.748	5.459	17.59	10000
	d_Sc_pred[53,15]	10.61	6.97	2.685	8.835	25.74	10000
	d_Sc_pred[53,16]	9.273	6.203	2.39	7.752	26.09	10000
	d_Sc_pred[53,17]	7.375	4.468	2.135	6.417	17.35	10000
	d_Sc_pred[53,18]	5.632	3.436	1.601	4.812	13.45	10000
	d_Sc_pred[53,19]	8.258	5.082	2.32	7.055	19.78	10000
	d_Sc_pred[53,20]	8.052	5.067	2.147	6.928	19.49	10000
	d_Sc_pred[53,21]	6.341	3.983	1.769	5.325	15.14	10000
	d_Sc_pred[53,22]	6.458	4.113	1.678	5.511	15.67	10000
	d_Sc_pred[53,23]	11.31	6.916	3.319	9.665	27.25	10000
	d_Sc_pred[53,24]	6.212	2.661	2.112	5.859	12.12	10000
	d_Sc_pred[53,25]	3.413	1.582	1.226	3.137	6.999	10000
	int_width	-0.19	0.1841	-0.5285	-0.1903	0.1556	10000
	int_ydSc	1.81	0.1834	1.469	1.834	2.12	10000
	log_flow	-0.459	0.1066	-0.6686	-0.4597	-0.2474	10000
	ntot_Sc[1]	10870.0	2036.0	7492.0	10560.0	15410.0	10000
	ntot_Sc[2]	20520.0	4021.0	13890.0	20210.0	29460.0	10000
	ntot_Sc[3]	10310.0	1606.0	7578.0	10330.0	13800.0	10000
	ntot_Sc[4]	14200.0	2409.0	10070.0	13970.0	19520.0	10000
	ntot_Sc[5]	9585.0	2136.0	6023.0	9372.0	14460.0	10000
	ntot_Sc[6]	6643.0	1127.0	4669.0	6738.0	9051.0	10000
	ntot_Sc[7]	11180.0	2548.0	6996.0	11110.0	17150.0	10000
	ntot_Sc[8]	21010.0	3193.0	15610.0	21020.0	27920.0	10000
	ntot_Sc[9]	3267.0	535.6	2357.0	3226.0	4444.0	10000
	ntot_Sc[10]	18620.0	2823.0	13760.0	18600.0	24630.0	10000
	ntot_Sc[11]	14550.0	4125.0	8062.0	14080.0	24350.0	10000
	ntot_Sc[12]	25390.0	3547.0	19270.0	25120.0	33180.0	10000
	ntot_Sc[13]	14930.0	3191.0	9570.0	14660.0	22210.0	10000
	ntot_Sc[14]	16170.0	2669.0	11620.0	15930.0	22050.0	10000
	ntot_Sc[15]	26630.0	4330.0	19360.0	26410.0	36200.0	10000
	ntot_Sc[16]	22450.0	3148.0	17140.0	22310.0	29130.0	10000
	ntot_Sc[17]	18160.0	2864.0	13270.0	17950.0	24510.0	10000
	ntot_Sc[18]	22490.0	3185.0	17150.0	22370.0	29420.0	10000
	ntot_Sc[19]	34960.0	4709.0	26890.0	34900.0	45440.0	10000
	ntot_Sc[20]	33130.0	5591.0	23930.0	32840.0	45710.0	10000
	ntot_Sc[21]	26350.0	3642.0	20220.0	26320.0	34500.0	10000
	ntot_Sc[22]	27020.0	3709.0	20580.0	26770.0	35160.0	10000
	ntot_Sc[23]	46580.0	7787.0	33560.0	46150.0	64070.0	10000
	ntot_Sc[24]	21370.0	2830.0	16470.0	21330.0	27730.0	10000
	ntot_Sc[25]	25250.0	3515.0	19260.0	25150.0	32760.0	10000
	rate_lcpu	0.6332	0.3353	0.2525	0.5492	1.435	10000
	sigma_dSc	0.4083	0.04701	0.3169	0.4088	0.5	10000
	sigma_siteSc	0.6789	0.08771	0.5269	0.6727	0.8691	10000
	sigma_ySc	0.5032	0.08419	0.3648	0.4941	0.6941	10000
	site_Sc[1]	-0.5476	0.1996	-0.9268	-0.5375	-0.1845	10000
	site_Sc[2]	0.002525	0.1804	-0.3289	-0.01361	0.3445	10000
	site_Sc[3]	0.6483	0.1945	0.2889	0.6529	1.005	10000
	site_Sc[4]	0.7839	0.189	0.4344	0.7872	1.117	10000
	site_Sc[5]	0.4561	0.1924	0.1083	0.4399	0.8099	10000
	site_Sc[6]	0.3348	0.194	-0.02333	0.3236	0.6745	10000
	site_Sc[7]	-0.0669	0.1903	-0.3953	-0.08427	0.2763	10000
	site_Sc[8]	-0.03786	0.1874	-0.3753	-0.04254	0.332	10000
	site_Sc[9]	0.2392	0.1877	-0.107	0.2288	0.5844	10000
	site_Sc[10]	0.07854	0.1847	-0.2593	0.07185	0.4203	10000
	site_Sc[11]	0.7712	0.1917	0.4091	0.7636	1.128	10000
	site_Sc[12]	0.496	0.2002	0.1317	0.4903	0.89	10000
	site_Sc[13]	0.4862	0.1975	0.1292	0.4705	0.8507	10000
	site_Sc[14]	1.094	0.1938	0.733	1.087	1.441	10000
	site_Sc[15]	0.622	0.1938	0.2693	0.6227	0.9565	10000
	site_Sc[16]	0.5768	0.1879	0.2397	0.5665	0.9047	10000
	site_Sc[17]	0.1921	0.1926	-0.183	0.1898	0.5436	10000
	site_Sc[18]	0.4505	0.1814	0.1223	0.4472	0.7855	10000
	site_Sc[19]	0.5714	0.1839	0.2536	0.5552	0.8996	10000
	site_Sc[20]	0.2622	0.1821	-0.05383	0.2429	0.5995	10000
	site_Sc[21]	0.4766	0.1779	0.1542	0.4623	0.7951	10000
	site_Sc[22]	0.2502	0.1897	-0.08065	0.2363	0.5894	10000
	site_Sc[23]	-0.3336	0.1953	-0.7075	-0.3368	0.02366	10000
	site_Sc[24]	-0.4826	0.1817	-0.8071	-0.4909	-0.1295	10000
	site_Sc[25]	-0.2754	0.1835	-0.6108	-0.279	0.05691	10000
	site_Sc[26]	0.09548	0.1791	-0.2308	0.09468	0.4119	10000
	site_Sc[27]	0.3782	0.1866	0.03135	0.3819	0.7101	10000
	site_Sc[28]	0.09636	0.1865	-0.2337	0.08928	0.4673	10000
	site_Sc[29]	0.5468	0.1741	0.2369	0.5365	0.8612	10000
	site_Sc[30]	0.7166	0.1859	0.3768	0.7037	1.053	10000
	site_Sc[31]	0.6589	0.1772	0.3694	0.6345	1.016	10000
	site_Sc[32]	0.1154	0.1812	-0.2085	0.1034	0.4365	10000
	site_Sc[33]	0.5451	0.178	0.244	0.5348	0.8828	10000
	site_Sc[34]	0.2531	0.1783	-0.07761	0.2482	0.5745	10000
	site_Sc[35]	0.5859	0.175	0.2699	0.5791	0.9209	10000
	site_Sc[36]	-0.03778	0.1809	-0.3789	-0.03858	0.2937	10000
	site_Sc[37]	0.3593	0.1771	0.03631	0.3417	0.665	10000
	site_Sc[38]	-0.5543	0.1966	-0.9231	-0.5632	-0.1782	10000
	site_Sc[39]	-0.5205	0.1994	-0.8891	-0.5339	-0.1702	10000
	site_Sc[40]	0.05113	0.1846	-0.2804	0.04311	0.381	10000
	site_Sc[41]	0.1699	0.514	-0.7361	0.2374	0.8318	10000
	site_Sc[42]	-0.3421	0.6702	-0.8532	-0.09181	0.5694	10000
	site_Sc[43]	-0.6561	0.3774	-1.374	-0.6401	0.00984	10000
	site_Sc[44]	-0.2233	0.3155	-0.8175	-0.2323	0.3343	10000
	site_Sc[45]	-1.274	0.2984	-1.826	-1.296	-0.7862	10000
	site_Sc[46]	-1.371	0.2428	-1.834	-1.357	-0.9052	10000
	site_Sc[47]	-0.2549	0.2081	-0.6306	-0.2647	0.09903	10000
	site_Sc[48]	-1.745	0.2716	-2.231	-1.74	-1.278	10000
	site_Sc[49]	-1.392	0.2535	-1.849	-1.391	-0.9196	10000
	site_Sc[50]	-1.222	0.3207	-1.799	-1.183	-0.7734	10000
	site_Sc[51]	-0.2104	0.2915	-0.7094	-0.2033	0.2282	10000
	site_Sc[52]	-0.6584	0.4107	-1.422	-0.6155	0.04408	10000
	site_Sc[53]	-0.3598	0.4325	-1.157	-0.3027	0.2436	10000
	test	0.0	1.0E-15	-0.01003	1.522E-6	0.01003	10000
	width_coef	0.423	0.09314	0.2363	0.4266	0.5917	10000
	year_dSc[1]	0.8513	0.1854	0.5592	0.8715	1.156	10000
	year_dSc[2]	1.377	0.1771	1.046	1.406	1.669	10000
	year_dSc[3]	1.092	0.1807	0.771	1.123	1.386	10000
	year_dSc[4]	1.996	0.1799	1.674	2.032	2.267	10000
	year_dSc[5]	1.867	0.1693	1.572	1.891	2.14	10000
	year_dSc[6]	0.5604	0.1901	0.2143	0.5729	0.8797	10000
	year_dSc[7]	0.5972	0.1896	0.3001	0.6054	0.9202	10000
	year_dSc[8]	1.724	0.1756	1.399	1.739	2.022	10000
	year_dSc[9]	0.2279	0.1899	-0.131	0.2264	0.5707	10000
	year_dSc[10]	2.147	0.1686	1.847	2.181	2.424	10000
	year_dSc[11]	2.681	0.1685	2.376	2.71	2.959	10000
	year_dSc[12]	2.022	0.1712	1.742	2.038	2.302	10000
	year_dSc[13]	2.395	0.1724	2.096	2.42	2.674	10000
	year_dSc[14]	2.139	0.1719	1.826	2.168	2.422	10000
	year_dSc[15]	1.889	0.179	1.532	1.915	2.166	10000
	year_dSc[16]	2.002	0.1821	1.675	2.01	2.299	10000
	year_dSc[17]	2.214	0.1759	1.926	2.248	2.507	10000
	year_dSc[18]	2.165	0.1815	1.857	2.193	2.467	10000
	year_dSc[19]	2.51	0.1713	2.22	2.523	2.778	10000
