"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"epsilon[14,2]","-1.03","0.281","-1.593","-1.216","-1.026","-0.834","-0.49","1.001","2900"
"epsilon[15,1]","-0.088","0.242","-0.562","-0.251","-0.088","0.075","0.385","1.002","1800"
"epsilon[15,2]","-0.895","0.275","-1.454","-1.075","-0.891","-0.709","-0.365","1.001","10000"
"epsilon[16,1]","-0.623","0.259","-1.138","-0.795","-0.617","-0.447","-0.128","1.001","10000"
"epsilon[16,2]","1.163","0.298","0.595","0.958","1.158","1.361","1.764","1.001","5800"
"epsilon[17,1]","-1.624","0.415","-2.456","-1.892","-1.621","-1.344","-0.817","1.001","10000"
"epsilon[17,2]","-1.256","0.395","-2.051","-1.517","-1.252","-0.985","-0.483","1.002","950"
"epsilon[18,1]","-0.738","0.319","-1.389","-0.948","-0.731","-0.525","-0.13","1.005","350"
"epsilon[18,2]","-0.945","0.313","-1.586","-1.151","-0.936","-0.734","-0.349","1.002","1100"
"epsilon[19,1]","-0.478","0.409","-1.317","-0.746","-0.464","-0.199","0.293","1.002","1200"
"epsilon[19,2]","-2.286","0.476","-3.247","-2.599","-2.275","-1.963","-1.398","1.001","10000"
"epsilon[20,1]","-0.561","0.247","-1.056","-0.723","-0.556","-0.394","-0.096","1.001","7400"
"epsilon[20,2]","0.014","0.231","-0.447","-0.144","0.016","0.17","0.463","1.002","1600"
"epsilon[21,1]","-0.755","0.28","-1.334","-0.937","-0.746","-0.568","-0.229","1.002","1100"
"epsilon[21,2]","-0.328","0.263","-0.854","-0.502","-0.324","-0.147","0.17","1.001","8100"
"epsilon[22,1]","-0.013","0.228","-0.457","-0.167","-0.013","0.141","0.432","1.001","9400"
"epsilon[22,2]","0.931","0.266","0.415","0.751","0.927","1.105","1.463","1.002","1900"
"epsilon[23,1]","-0.839","0.404","-1.635","-1.108","-0.839","-0.563","-0.04","1.004","550"
"epsilon[23,2]","-1.337","0.434","-2.186","-1.628","-1.334","-1.042","-0.492","1.001","6000"
"epsilon[24,1]","-1.358","0.416","-2.176","-1.633","-1.348","-1.075","-0.561","1.002","1100"
"epsilon[24,2]","0.982","0.386","0.248","0.715","0.973","1.236","1.751","1.002","980"
"epsilon[25,1]","-0.343","0.247","-0.835","-0.51","-0.337","-0.177","0.139","1.001","5300"
"epsilon[25,2]","0.675","0.263","0.169","0.499","0.673","0.849","1.204","1.001","4600"
"epsilon[26,1]","0.001","0.999","-1.96","-0.667","-0.011","0.671","1.941","1.001","10000"
"epsilon[26,2]","0.014","1.012","-1.957","-0.68","0.015","0.693","1.979","1.001","10000"
"epsilon[27,1]","-1.28","0.359","-2.008","-1.516","-1.276","-1.037","-0.584","1.003","770"
"epsilon[27,2]","-0.496","0.323","-1.131","-0.716","-0.489","-0.277","0.135","1.001","3400"
"epsilon[28,1]","-0.671","0.325","-1.316","-0.889","-0.673","-0.448","-0.028","1.001","10000"
"epsilon[28,2]","-0.03","0.319","-0.661","-0.241","-0.027","0.187","0.589","1.001","10000"
"epsilon[29,1]","-0.916","0.412","-1.736","-1.191","-0.908","-0.636","-0.137","1.002","1100"
"epsilon[29,2]","-0.589","0.385","-1.349","-0.847","-0.583","-0.331","0.165","1.001","8800"
"epsilon[30,1]","-0.133","0.478","-1.051","-0.458","-0.131","0.194","0.805","1.001","10000"
"epsilon[30,2]","0.552","0.462","-0.335","0.239","0.549","0.863","1.461","1.001","10000"
"p_MP[1]","0.102","0.013","0.077","0.093","0.101","0.11","0.128","1.028","92"
"p_MP[2]","0.179","0.02","0.141","0.165","0.178","0.192","0.221","1.003","7300"
"p_MP[3]","0.213","0.007","0.199","0.208","0.213","0.218","0.227","1.01","160"
"p_MP[4]","0.141","0.011","0.12","0.134","0.141","0.149","0.164","1.007","340"
"p_MP[5]","0.251","0.022","0.21","0.236","0.25","0.264","0.295","1.003","730"
"p_MP[6]","0.139","0.012","0.116","0.13","0.139","0.147","0.163","1.001","4500"
"p_MP[7]","0.149","0.009","0.132","0.142","0.148","0.155","0.167","1.198","12"
"p_MP[8]","0.25","0.02","0.213","0.237","0.25","0.263","0.29","1.001","10000"
"p_MP[9]","0.243","0.006","0.231","0.239","0.243","0.248","0.256","1.002","2000"
"p_MP[10]","0.218","0.007","0.205","0.213","0.218","0.222","0.231","1.001","6100"
"p_MP[11]","0.264","0.008","0.249","0.259","0.264","0.269","0.279","1.003","590"
"p_MP[12]","0.149","0.01","0.13","0.142","0.149","0.155","0.168","1.002","1000"
"p_MP[13]","0.163","0.007","0.149","0.158","0.163","0.168","0.178","1.001","10000"
"p_MP[14]","0.121","0.008","0.106","0.115","0.121","0.126","0.136","1.001","6900"
"p_MP[15]","0.13","0.007","0.118","0.126","0.13","0.135","0.143","1.005","430"
"p_MP[16]","0.092","0.005","0.083","0.089","0.092","0.095","0.101","1.002","2200"
"p_MP[17]","0.07","0.006","0.059","0.066","0.07","0.074","0.082","1.004","420"
"p_MP[18]","0.087","0.009","0.071","0.081","0.087","0.092","0.105","1.012","140"
"p_MP[19]","0.093","0.013","0.068","0.084","0.093","0.102","0.121","1.005","440"
"p_MP[20]","0.098","0.006","0.086","0.094","0.098","0.102","0.11","1.002","1900"
"p_MP[21]","0.094","0.008","0.079","0.088","0.094","0.099","0.11","1.003","780"
"p_MP[22]","0.123","0.006","0.112","0.119","0.123","0.127","0.135","1.004","450"
"p_MP[23]","0.104","0.008","0.089","0.098","0.104","0.109","0.12","1.008","230"
"p_MP[24]","0.06","0.007","0.048","0.056","0.06","0.065","0.074","1.007","360"
"p_MP[25]","0.114","0.007","0.099","0.108","0.113","0.119","0.128","1.001","2500"
"p_MP[26]","0.14","0.065","0.049","0.094","0.127","0.173","0.299","1.001","10000"
"p_MP[27]","0.08","0.006","0.068","0.075","0.079","0.084","0.093","1.004","560"
"p_MP[28]","0.107","0.006","0.095","0.102","0.107","0.111","0.119","1.001","4800"
"p_MP[29]","0.075","0.009","0.058","0.068","0.074","0.081","0.095","1.009","380"
"p_MP[30]","0.103","0.016","0.075","0.092","0.102","0.113","0.137","1.001","7700"
"p_ML[3]","0.5","0.015","0.471","0.49","0.5","0.51","0.527","1.013","130"
"p_ML[4]","0.198","0.015","0.169","0.188","0.198","0.208","0.229","1.007","320"
"p_ML[5]","0.159","0.014","0.132","0.149","0.159","0.168","0.188","1.002","1200"
"p_ML[6]","0.216","0.019","0.181","0.203","0.216","0.229","0.254","1.001","4700"
"p_ML[7]","0.107","0.007","0.094","0.102","0.107","0.111","0.121","1.188","12"
"p_ML[8]","0.376","0.027","0.325","0.358","0.375","0.394","0.43","1.001","10000"
"p_ML[9]","0.504","0.011","0.482","0.496","0.504","0.512","0.526","1.002","1100"
"p_ML[10]","0.534","0.013","0.509","0.525","0.534","0.542","0.558","1.001","2600"
"p_ML[11]","0.342","0.009","0.324","0.336","0.342","0.349","0.36","1.004","430"
"p_ML[12]","0.191","0.012","0.168","0.183","0.191","0.199","0.215","1.002","1400"
"p_ML[13]","0.333","0.013","0.307","0.324","0.332","0.341","0.359","1.001","10000"
"p_ML[14]","0.166","0.01","0.146","0.159","0.166","0.173","0.187","1.001","10000"
"p_ML[15]","0.191","0.009","0.173","0.185","0.191","0.197","0.209","1.004","530"
"p_ML[16]","0.345","0.016","0.315","0.335","0.345","0.356","0.376","1.002","1400"
"p_ML[17]","0.209","0.016","0.18","0.198","0.208","0.22","0.242","1.004","460"
"p_ML[18]","0.127","0.012","0.104","0.119","0.127","0.135","0.152","1.013","120"
"p_ML[19]","0.051","0.007","0.037","0.046","0.051","0.056","0.067","1.004","620"
"p_ML[20]","0.234","0.013","0.208","0.224","0.234","0.243","0.26","1.002","2000"
"p_ML[21]","0.228","0.018","0.195","0.216","0.228","0.24","0.264","1.003","720"
"p_ML[22]","0.329","0.013","0.303","0.32","0.329","0.338","0.356","1.006","280"
"p_ML[23]","0.22","0.015","0.19","0.209","0.219","0.23","0.251","1.008","210"
"p_ML[24]","0.261","0.025","0.214","0.245","0.261","0.277","0.311","1.006","390"
"p_ML[25]","0.354","0.019","0.316","0.34","0.353","0.366","0.391","1.002","1300"
"p_ML[26]","0.263","0.116","0.085","0.177","0.245","0.331","0.524","1.001","10000"
"p_ML[27]","0.268","0.019","0.233","0.255","0.268","0.281","0.307","1.005","340"
"p_ML[28]","0.337","0.016","0.305","0.325","0.336","0.347","0.369","1.001","6900"
"p_ML[29]","0.123","0.015","0.095","0.112","0.122","0.132","0.155","1.009","400"
"p_ML[30]","0.187","0.027","0.138","0.168","0.186","0.205","0.245","1.001","5800"
"p10c","0.868","0.066","0.698","0.837","0.882","0.915","0.957","1.022","76"
"lambda0","3732.245","1540.551","1006","2479","3838.5","4821.25","6812","1.077","36"
"N0","3730.898","1540.13","1010","2478","3837","4820.25","6765.05","1.077","36"
"Ntot[1]","5903.785","796.641","4564","5341.75","5828","6375","7776.025","1.033","83"
"Ntot[2]","1898.259","229.771","1492","1740","1884.5","2036.25","2424","1.005","10000"
"Ntot[3]","9957.961","271.845","9459","9762","9947","10140","10500","1.014","120"
"Ntot[4]","4822.943","344.33","4219","4581","4799","5036.25","5574.025","1.008","300"
"Ntot[5]","2567.943","205.586","2201.975","2427","2557","2697","2995","1.003","830"
"Ntot[6]","2999.488","237.862","2575","2832","2982.5","3154","3507","1.001","5700"
"Ntot[7]","11774.276","687.257","10490","11300","11780","12230","13180","1.235","11"
"Ntot[8]","1252.46","77.995","1111","1198","1248","1302","1417","1.001","10000"
"Ntot[9]","10137.159","206.155","9747.975","9994","10130","10280","10550","1.003","1000"
"Ntot[10]","7888.589","166.859","7569","7772","7886","7999","8221.025","1.001","5600"
"Ntot[11]","10771.554","252.756","10300","10600","10770","10940","11290","1.005","390"
"Ntot[12]","7161.983","415.704","6408","6870","7142","7430","8045.025","1.002","1100"
"Ntot[13]","7539.139","273.915","7032","7348","7530","7716.25","8102.025","1.001","7700"
"Ntot[14]","10281.456","591.599","9182.925","9884","10260","10660","11520","1.001","9700"
"Ntot[15]","13607.118","612.235","12449.75","13190","13580","14000","14880","1.005","400"
"Ntot[16]","10548.278","456.749","9691.975","10230","10530","10850","11490","1.002","1400"
"Ntot[17]","8699.552","637.49","7516","8252","8673.5","9117","9995","1.005","390"
"Ntot[18]","8041.24","744.281","6730.975","7527","7985","8499.25","9678.025","1.016","100"
"Ntot[19]","7930.798","1149.083","6047","7143","7797","8568","10440.25","1.005","480"
"Ntot[20]","10178.661","552.75","9185","9792","10140","10540","11330","1.002","1300"
"Ntot[21]","6509.113","486.809","5638.975","6168","6475.5","6821","7542.025","1.003","600"
"Ntot[22]","9739.239","364.433","9053","9492","9725","9973","10480","1.006","280"
"Ntot[23]","6159.104","414.682","5416","5864","6138","6420","7040.025","1.009","180"
"Ntot[24]","5033.759","470.119","4212","4713","4996","5313","6074.025","1.008","350"
"Ntot[25]","5210.45","266.36","4737","5024","5198.5","5384","5773.075","1.002","1200"
"Ntot[26]","8401.596","3385.456","3220.875","5813.75","7745","10560","15810","1.024","580"
"Ntot[27]","6663.477","445.916","5843","6348","6656","6958","7564.05","1.005","350"
"Ntot[28]","7306.342","335.133","6685.975","7074","7296","7527","7996.025","1.001","4400"
"Ntot[29]","5379.424","638.138","4241","4938","5338","5775","6786.025","1.011","360"
"Ntot[30]","1821.773","254.977","1392","1645","1798","1975","2388.05","1.001","7600"
"N[1]","5872.864","764.497","4580.975","5336","5781.5","6355.25","7650.05","1.028","90"
"N[2]","1567.52","196.27","1227","1433","1553","1687","2021.05","1.004","5800"
"N[3]","10850.878","306.369","10290","10630","10850","11060","11470.25","1.01","160"
"N[4]","4747.515","307.675","4175.975","4535","4735.5","4945","5386","1.006","350"
"N[5]","2019.467","174.323","1703.975","1896","2009","2133","2388.025","1.002","1100"
"N[6]","3419.564","282.491","2909","3224","3407","3598","4009","1.002","1700"
"N[7]","11537.984","678.731","10290","11080","11530","11990","12910","1.251","10"
"N[8]","930.968","91.747","764","866","927","992","1120","1.001","5300"
"N[9]","10535.231","232.844","10100","10370","10530","10690","11010","1.002","10000"
"N[10]","10254.182","301.575","9683.925","10050","10250","10460","10860","1.012","190"
"N[11]","10091.839","384.534","9363.975","9827","10080","10350","10870","1.003","5800"
"N[12]","8362.704","419.98","7580","8072","8355","8639","9198.025","1.001","10000"
"N[13]","7717.122","414.139","6917.975","7438","7711","7990.25","8549","1.002","1300"
"N[14]","8636.827","541.639","7642","8254","8620","8996.25","9741.025","1.002","2100"
"N[15]","14556.127","633.539","13350","14120","14530","14980","15830","1.012","160"
"N[16]","9599.07","486.722","8688","9269","9580","9915","10580","1.001","10000"
"N[17]","8518.848","595.805","7402","8106","8500","8903","9742","1.003","790"
"N[18]","7989.411","709.872","6722.975","7487","7955","8454","9512.15","1.015","110"
"N[19]","8975.447","977.152","7315.975","8325","8877","9501","11160","1.006","1200"
"N[20]","9178.368","534.279","8176.95","8807","9164","9531","10290","1.001","10000"
"N[21]","5819.085","431.363","5030","5521","5797","6105","6708","1.005","390"
"N[22]","11119.896","433.734","10300","10820","11110","11400","12010","1.007","260"
"N[23]","4885.129","324.748","4284","4663","4872","5099.25","5555.025","1.006","330"
"N[24]","6260.433","414.146","5508","5979","6236","6515.25","7132.025","1.005","810"
"N[25]","3289.734","405.693","2660.975","3000.75","3238.5","3500.25","4304","1.001","10000"
"N[26]","11088.866","3403.598","5899.9","8518","10410","13222.499","18570.25","1.032","320"
"N[27]","4244.148","304.73","3674.975","4031","4233","4447","4853","1.005","350"
"N[28]","8249.294","411.578","7500.975","7962","8229","8518.25","9088.025","1.005","10000"
"N[29]","4069.441","455.11","3260.95","3755","4039","4356","5060.025","1.013","280"
"N[30]","1898.978","530.836","1240.975","1559","1791","2102","3224.05","1.004","3400"
"Nc[1,1]","5465.899","761.275","4178","4922.75","5378","5954","7260","1.027","91"
"Nc[1,2]","406.964","77.891","269","352","402","457","572","1.002","10000"
"Nc[2,1]","1491.295","192.747","1155","1359","1477","1605","1938","1.004","5300"
"Nc[2,2]","76.225","42.857","22","46","66","96","188","1.001","10000"
"Nc[3,1]","9881.771","273.228","9379","9685.75","9874","10070","10430","1.014","120"
"Nc[3,2]","968.82","129.793","738","877","960","1052","1244","1.001","10000"
"Nc[4,1]","3854.123","289.793","3326.975","3652.75","3840","4036","4467.05","1.008","230"
"Nc[4,2]","893.392","106.886","699","818","888","964","1116","1.002","2000"
"Nc[5,1]","1674.551","159.582","1384","1563","1667","1778","2011","1.002","1200"
"Nc[5,2]","344.917","67.208","226","298","340","388","491","1.001","10000"
"Nc[6,1]","2654.572","219.853","2259.975","2500","2643","2796","3125","1.001","3700"
"Nc[6,2]","764.992","173.67","471","644.75","751","872","1132","1.002","2000"
"Nc[7,1]","11009.249","677.019","9759","10550","11000","11460","12380","1.253","10"
"Nc[7,2]","528.762","52.915","431","492","527","563","638","1.001","10000"
"Nc[8,1]","723.698","60.788","612","681","721","764","848","1.001","10000"
"Nc[8,2]","207.27","66.067","97","160","200","247","355","1.002","2100"
"Nc[9,1]","9929.69","211.709","9528.975","9783","9923.5","10070","10350","1.004","680"
"Nc[9,2]","605.244","102.256","421","533","601","671","822","1.01","170"
"Nc[10,1]","7283.345","182.89","6924","7160","7283","7406","7647","1.006","310"
"Nc[10,2]","2970.444","244.302","2511.975","2803","2965","3138","3459","1.008","480"
"Nc[11,1]","7800.594","298.461","7225.95","7599","7797","7997","8402","1.004","10000"
"Nc[11,2]","2290.938","243.633","1842","2122","2282","2447","2795.025","1.002","2100"
"Nc[12,1]","4871.045","350.811","4224","4626","4857","5105","5589","1.002","2400"
"Nc[12,2]","3491.658","235.447","3061.975","3330","3485","3642","3980","1.002","1100"
"Nc[13,1]","4047.481","241.607","3585","3885","4042","4206","4536.025","1.001","4000"
"Nc[13,2]","3669.64","335.492","3037.975","3437","3660","3893","4353.025","1.002","1900"
"Nc[14,1]","6611.478","454.681","5763.975","6289","6597","6908","7550","1.001","10000"
"Nc[14,2]","2025.347","272.461","1510.975","1839","2012","2205","2598.025","1.004","640"
"Nc[15,1]","11581.777","576.795","10490","11190","11570","11970","12720","1.009","200"
"Nc[15,2]","2974.441","272.908","2465","2786","2967","3147","3543.05","1.003","1000"
"Nc[16,1]","7573.419","417.14","6786.975","7287.75","7561","7843.25","8428.025","1.001","10000"
"Nc[16,2]","2025.57","247.105","1581.975","1853","2013","2183","2550","1.001","10000"
"Nc[17,1]","6673.962","536.492","5693","6297","6652","7032","7775","1.006","280"
"Nc[17,2]","1844.88","262.256","1381.975","1660","1825","2008","2401.025","1.003","640"
"Nc[18,1]","6196.356","598.163","5115.975","5786","6159","6570","7484","1.017","93"
"Nc[18,2]","1793.051","355.073","1201","1537","1763.5","2010","2605","1.003","1700"
"Nc[19,1]","6137.724","926.779","4622.95","5515","6032","6634","8241.025","1.007","420"
"Nc[19,2]","2837.668","285.378","2301","2641","2829","3022","3430.025","1.006","290"
"Nc[20,1]","7340.712","475.173","6464.975","7012","7321","7645","8342.05","1.001","10000"
"Nc[20,2]","1837.635","223.654","1428.975","1680","1828","1984","2305","1.001","10000"
"Nc[21,1]","4671.478","398.637","3948.975","4393","4654.5","4923","5533","1.005","410"
"Nc[21,2]","1147.607","176.859","829","1024","1140","1262","1517","1.002","7900"
"Nc[22,1]","8591.517","369.789","7902","8341.75","8580.5","8832","9358.025","1.005","380"
"Nc[22,2]","2527.894","231.644","2106","2369","2518","2679","3010.025","1.003","850"
"Nc[23,1]","3631.21","286.829","3107","3437","3619","3814","4241","1.011","160"
"Nc[23,2]","1253.919","150.989","986","1150","1244","1346","1583","1.003","1200"
"Nc[24,1]","3779.84","368.955","3132.975","3529","3752","3999","4600.025","1.009","320"
"Nc[24,2]","2480.593","182.763","2128.975","2357","2478","2597","2854","1.003","840"
"Nc[25,1]","2729.857","195.311","2366","2594","2725","2856","3132","1.001","10000"
"Nc[25,2]","559.877","352.133","92","303.75","490.5","737","1484.025","1.001","10000"
"Nc[26,1]","7841.672","3375.312","2715.975","5278","7157","9967.5","15280.25","1.022","630"
"Nc[26,2]","3246.993","268.736","2750","3063","3236","3425","3802","1.002","1000"
"Nc[27,1]","3416.483","281.452","2894","3221","3410","3601","3990","1.005","330"
"Nc[27,2]","827.664","111.678","623","751","823.5","900","1057","1.001","10000"
"Nc[28,1]","6478.678","318.944","5886","6258","6466","6688","7132.05","1.001","3100"
"Nc[28,2]","1770.615","247.128","1341","1595","1758","1922.25","2311","1.005","760"
"Nc[29,1]","3608.809","445.602","2822","3300","3580","3888","4568.025","1.012","330"
"Nc[29,2]","460.632","83.264","321","402","454","512","643","1.002","1400"
"Nc[30,1]","1361.141","198.449","1027","1223","1344","1478.25","1793.025","1.001","10000"
"Nc[30,2]","537.837","462.205","75","249","416","669","1742.025","1.001","6100"
"p1c[1]","0.93","0.015","0.897","0.921","0.932","0.942","0.956","1.005","340"
"p1c[2]","0.951","0.026","0.886","0.938","0.956","0.969","0.985","1.001","10000"
"p1c[3]","0.911","0.011","0.888","0.904","0.911","0.918","0.93","1.002","1500"
"p1c[4]","0.812","0.021","0.767","0.797","0.812","0.827","0.851","1.006","300"
"p1c[5]","0.829","0.03","0.767","0.81","0.83","0.85","0.883","1.001","6400"
"p1c[6]","0.777","0.041","0.692","0.751","0.779","0.806","0.851","1.001","10000"
"p1c[7]","0.954","0.005","0.943","0.951","0.954","0.958","0.963","1.051","35"
"p1c[8]","0.78","0.054","0.667","0.745","0.783","0.818","0.879","1.002","2000"
"p1c[9]","0.943","0.009","0.924","0.937","0.943","0.949","0.959","1.011","150"
"p1c[10]","0.711","0.018","0.676","0.699","0.711","0.723","0.746","1.003","1200"
