"mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%";"Rhat";"n.eff"
"d_Sc_pred[2,19]";9.71343255;2.7597202354658;5.29592497928089;7.7687499879319;9.36749998665599;11.3;16.0502499240965;1.00111787941346;8900
"d_Sc_pred[2,20]";16.834463;5.44235358588163;8.046;12.9574992762946;16.18;19.98;29.4607496279225;1.0011642229935;7000
"d_Sc_pred[2,21]";7.10898205;2.15863240073892;3.713;5.573;6.826;8.3562499887813;12.02;1.00104829735101;15000
"d_Sc_pred[2,22]";10.4605899;3.14770877427445;5.331;8.219;10.11;12.29;17.69;1.00115698535342;7200
"d_Sc_pred[2,23]";16.96391425;5.14360028419697;8.7048999775923;13.28;16.34;19.97;28.69;1.00116549903982;6900
"d_Sc_pred[2,24]";5.43676255;1.72081523825822;2.744;4.20249991075324;5.224;6.41;9.46202499871204;1.00152656499641;2600
"d_Sc_pred[3,1]";6.8699886;2.56892495013771;3.0649749960228;5.047;6.46;8.2524999545629;13.08;1.00120141548375;5900
"d_Sc_pred[3,2]";8.43318965;3.11170699669884;3.87;6.23074998495285;7.91649998421019;10.09;16.04;1.00106385639835;13000
"d_Sc_pred[3,3]";5.88520065;1.99502264419658;2.808;4.459;5.613;6.99224998659294;10.55;1.00127813335311;4600
"d_Sc_pred[3,4]";8.29535185;2.51348742694366;4.37094998884359;6.51874998561767;7.9664999843093;9.68624999032166;14.2402499144532;1.00118128747638;6400
"d_Sc_pred[3,5]";10.71564055;3.4950585887897;5.30192497930434;8.245;10.24;12.65;18.94;1.00120687753963;5800
"d_Sc_pred[3,6]";7.04144185;2.6974229358859;2.94197499585648;5.094;6.654;8.55924998904736;13.39;1.00095891465822;20000
"d_Sc_pred[3,7]";12.0814857;5.02072879473459;4.77492497701929;8.506;11.22;14.76;24.22;1.00121038940209;5700
"d_Sc_pred[3,8]";11.37681475;3.42830920951338;5.957;8.956;10.93;13.31;19.3502499370369;1.00132441283038;4000
"d_Sc_pred[3,9]";2.38114472;0.91595442385877;1.047;1.726;2.228;2.872;4.58004998935895;1.00095551721816;20000
"d_Sc_pred[3,10]";14.03805235;3.84339484993516;7.862;11.32;13.58;16.2624994236385;22.840249946655;1.00107538771926;12000
"d_Sc_pred[3,11]";9.50585865;3.45592147596449;4.471;7.1;8.966;11.28;17.7302499312861;1.00107798910162;12000
"d_Sc_pred[3,12]";16.2637446;4.54131642839562;8.93289997816439;13.03;15.72;18.92;26.87;1.00105437038998;14000
"d_Sc_pred[3,13]";12.1907169;3.75499597010319;6.35597499808232;9.512;11.7;14.31;20.890249941677;1.0011244749965;8500
"d_Sc_pred[3,14]";6.5443534;2.04984773436837;3.375;5.098;6.255;7.65824998775883;11.36;1.00119121134426;6200
"d_Sc_pred[3,15]";19.7557584;5.83036539419794;10.4697498835227;15.62;19.03;23.08;33.22024996332;1.00109497910022;10000
"d_Sc_pred[3,16]";17.40592825;4.78968957160185;9.7208999799349;13.99;16.81;20.15;28.2702499568989;1.00121764069222;5600
"d_Sc_pred[3,17]";15.10606215;4.15028485285111;8.42392498697611;12.17;14.63;17.49;24.64;1.00136649950959;3600
"d_Sc_pred[3,18]";12.0581827;3.35028366344583;6.70197499818133;9.69374999032849;11.67;14;19.7302499382492;1.0012524910315;4900
"d_Sc_pred[3,19]";22.75039665;5.76744061702263;13.32;18.69;22.11;26.0724996404717;36.000249966152;1.00136048316318;4500
"d_Sc_pred[3,20]";29.22484545;8.58222178348948;15.5397499215401;23.15;28.16;34.13;49.1702499752168;1.00163976162235;2200
"d_Sc_pred[3,21]";16.7020092;4.46671340665015;9.48;13.57;16.17;19.26;26.9;1.00098774404254;20000
"d_Sc_pred[3,22]";20.94833775;5.65598390801046;11.7;16.94;20.3;24.23;33.8804998561656;1.00175432493213;1900
"d_Sc_pred[3,23]";21.45538285;6.27266937483797;11.68;16.9974994483401;20.62;25.01;36.16;1.00094847086121;20000
"d_Sc_pred[3,24]";14.91375495;4.05129405237085;8.36092498687796;12.07;14.48;17.23;24.2002499496521;1.00159163995216;2300
"d_Sc_pred[4,1]";9.5215207;3.43511969896812;4.35597499720171;7.053;9.036;11.45;17.51;1.0010800806569;11000
"d_Sc_pred[4,2]";12.21367045;4.19891374655152;5.867;9.233;11.58;14.48;22.1704997802387;1.00099286601133;20000
"d_Sc_pred[4,3]";9.40153175;3.07196558918244;4.54094998926137;7.197;8.99;11.1724991611363;16.5202499262552;1.00121951973827;5500
"d_Sc_pred[4,4]";5.7430745;1.80449104429648;2.964;4.467;5.48249997720018;6.74;9.94712496937903;1.00095280367328;20000
"d_Sc_pred[4,5]";8.5884724;2.74984035508194;4.33192497466816;6.635;8.204;10.13;15.0102499188397;1.00134581304966;3800
"d_Sc_pred[4,6]";5.914597775;2.1583831712009;2.65192495860888;4.36174997850469;5.601;7.13;10.9902498891701;1.00137130971955;3600
"d_Sc_pred[4,7]";11.15938855;4.46165762448407;4.67094998956032;7.967;10.38;13.57;21.7702499440339;1.00118583834183;6300
"d_Sc_pred[4,8]";12.3164776;3.59660574612271;6.65394999267213;9.753;11.88;14.31;20.6002499408563;1.00112385085933;8600
"d_Sc_pred[4,9]";2.299610545;0.87122926294273;1.0099749879253;1.676;2.165;2.764;4.40402499723304;1.0010327922626;18000
"d_Sc_pred[4,10]";12.8503629;3.45387029215102;7.342;10.42;12.44;14.84;20.7804997655479;1.001068850807;12000
"d_Sc_pred[4,11]";8.49816185;3.02972481018918;4.03397499697831;6.371;8.0374999844479;10.08;15.63;1.00130751431079;4200
"d_Sc_pred[4,12]";23.1181306;6.01648217199469;13.1897499075543;18.9;22.47;26.62;36.66;1.00137618342978;3500
"d_Sc_pred[4,13]";12.16030425;3.64931478405215;6.52;9.587;11.68;14.18;20.66;1.00097559168812;20000
"d_Sc_pred[4,14]";10.7936666;3.04196163570057;5.96397499795626;8.64;10.41;12.53;17.82;1.00122400811009;5400
"d_Sc_pred[4,15]";24.18372705;6.67096765482496;13.25;19.4874995188401;23.43;28.06;39.3302499690174;1.00105077071618;15000
"d_Sc_pred[4,16]";14.7295955;4.02444070170351;8.34889997663654;11.89;14.21;17.05;23.93;1.00098743183617;20000
"d_Sc_pred[4,17]";13.97728075;3.73182062994594;7.99092498627023;11.33;13.57;16.16;22.4402499457044;1.00140965266804;3300
"d_Sc_pred[4,18]";11.5776095;3.17112722625631;6.51294999251346;9.325;11.2149988854213;13.36;18.91;1.00103757299288;17000
"d_Sc_pred[4,19]";34.7599755;7.93195814237559;21.2894997708775;29.18;34.06;39.49;52.2802499766909;1.00171514558201;2200
"d_Sc_pred[4,20]";34.996151;9.73610776773359;19.5097499375109;28.07;33.92;40.6424997693491;57.27;1.00155983081958;2500
"d_Sc_pred[4,21]";26.25961135;6.39106175823087;15.59;21.78;25.64;29.98;40.5104998796984;1.0011845946805;8000
"d_Sc_pred[4,22]";27.3567269;6.90985171233441;15.86;22.51;26.64;31.45;42.8604998862924;1.00141693446961;3200
"d_Sc_pred[4,23]";37.9989135;10.1316848982023;21.53;30.79;36.85;43.94;61.1607498207126;1.0009600222805;20000
"d_Sc_pred[4,24]";13.81095355;3.71514166827769;7.80492498594295;11.19;13.39;15.9524994124406;22.33;1.00114897530905;7500
"d_Sc_pred[5,1]";4.67437885;1.8146627954297;2.033;3.396;4.359;5.612;9.09024986602109;1.00095264535051;20000
"d_Sc_pred[5,2]";9.4564853;3.41457113517727;4.34389995508327;7.04674998669537;8.923;11.29;17.71;1.00096016172746;20000
"d_Sc_pred[5,3]";5.4740506;1.93336511088109;2.53994998079713;4.09749990846589;5.19;6.512;10.06;1.00095084504371;20000
"d_Sc_pred[5,4]";5.2487693;1.69394784339492;2.656;4.033;5.015;6.181;9.28909997901337;1.00094989220463;20000
"d_Sc_pred[5,5]";5.6508921;1.93682755476744;2.73494998216692;4.26;5.372;6.69524998599823;10.2;1.00097941924915;20000
"d_Sc_pred[5,6]";3.801554965;1.44155279303573;1.67;2.773;3.58;4.58;7.19902499830721;1.00100446162157;20000
"d_Sc_pred[5,7]";6.9133278;2.87324149600793;2.78697499562599;4.858;6.422;8.43024998887977;13.8902499122986;1.00095770253616;20000
"d_Sc_pred[5,8]";12.3556213;3.76085518726437;6.37297499808744;9.692;11.88;14.52;20.9604997675601;1.00141661456062;3200
"d_Sc_pred[5,9]";1.62141884;0.645208492845542;0.691227351322397;1.161;1.51549991751897;1.955;3.179;1.00115833233246;7200
"d_Sc_pred[5,10]";12.1096685;3.39590975324144;6.63097499816186;9.704;11.72;14.06;19.8802499387149;1.00152743032793;2600
"d_Sc_pred[5,11]";9.8207703;3.54293823487014;4.62597499736506;7.348;9.27249998651928;11.61;18.24;1.00105468445787;14000
"d_Sc_pred[5,12]";15.7543592;4.45765656730966;8.49492498708499;12.59;15.24;18.31;25.89;1.00153067629951;2600
"d_Sc_pred[5,13]";10.59038255;3.29258005958518;5.44297499776061;8.266;10.15;12.41;18.4;1.00132768239747;4000
"d_Sc_pred[5,14]";6.75489165;2.09097049825948;3.56397499657976;5.25774998216805;6.467;7.92024998816375;11.6602498955349;1.00095351513347;20000
