"mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%";"Rhat";"n.eff"
"beta_MC[17]";8.9300409;2.27902473566042;5.13392497862686;7.302;8.717;10.31;14.01;1.00097033893687;30000
"beta_MC[18]";9.26789506666667;2.36208575124307;5.332;7.582;9.043;10.69;14.54;1.00096841487798;30000
"beta_MC[19]";8.30058426666667;2.22385612631936;4.57197499733393;6.718;8.083;9.653;13.26;1.00096723905867;30000
"beta_MC[20]";5.37800896666667;1.37573552481115;3.076;4.397;5.25;6.208;8.448;1.00096589197525;30000
"beta_MC[21]";7.7400745;1.98380834445636;4.441;6.3247499851765;7.551;8.939;12.16;1.00097311867848;30000
"beta_MC[22]";4.71528313333333;1.20674677662505;2.70997499550167;3.855;4.6;5.442;7.39904999341244;1.00097233090377;30000
"beta_MC[23]";7.45418263333333;1.93757728231312;4.23;6.087;7.265;8.634;11.77;1.00097916719878;30000
"beta_MC[24]";6.56496293333333;1.68684002031447;3.73697499673812;5.359;6.41;7.5842499876394;10.3302498820935;1.00096533187998;30000
"beta_MC[25]";2.86371757333333;0.737309945653145;1.626;2.336;2.796;3.311;4.512;1.00096522071571;30000
"beta_MC[26]";4.24246901666667;1.18905655269821;2.25297499458896;3.393;4.125;4.96524998112004;6.88;1.00097189893087;30000
"beta_MC[27]";3.26108377333333;0.841947223273281;1.846;2.658;3.183;3.773;5.14404999052536;1.00096514573771;30000
"beta_MC[28]";5.3307477;1.40440734612309;2.98997499592301;4.339;5.19;6.187;8.464;1.00098375134792;30000
"beta_MC[29]";5.5747776;1.42696001157498;3.202;4.557;5.439;6.435;8.74809997771589;1.00097244205627;30000
"beta_MC[30]";7.92124836666667;2.06605548190809;4.4799499891151;6.463;7.714;9.181;12.5202499027069;1.00098038956316;30000
"beta_MC[31]";5.02509405333333;1.37483891753214;2.73797499554769;4.049;4.886;5.863;8.091;1.00099441017973;30000
"test[1]";0.635333333333333;0.481344587562751;0;0;1;1;1;1.00096513532251;30000
"test[2]";0.219733333333333;0.414072832682747;0;0;0;0;1;1.00098572482509;30000
